id	moa	pert_id	pert_iname	pert_type	target_name	aud_q75	aud_med	aud_q25	aud_iqr	cell_id	query
BRD-A55484088	Opioid receptor antagonist	BRD-A55484088	BNTX	trt_cp	OPRD1	0.31	0.28	0.26	0.05	-666	1.07
BRD-A51571244	IKK inhibitor	BRD-A51571244	hypoestoxide	trt_cp	IKBKB|IL1B|TNF	0.21	0.18	0.16	0.05	-666	1.07
BRD-K51324732	Potassium channel blocker	BRD-K51324732	meglitinide	trt_cp	-666	0.13	0.11	0.08	0.05	-666	1.07
BRD-A94756469	ATPase inhibitor	BRD-A94756469	digoxin	trt_cp	ATP1A1	0.57	0.52	0.47	0.1	-666	1.06
BRD-A03506276	HSP inhibitor	BRD-A03506276	XL-888	trt_cp	-666	0.51	0.44	0.39	0.12	-666	1.06
BRD-K73237276	Vitamin D receptor agonist	BRD-K73237276	tacalcitol	trt_cp	VDR	0.15	0.1	0.06	0.09	-666	1.06
BRD-K01614093	-666	BRD-K01614093	dihydromyricetin	trt_cp	-666	0.25	0.21	0.17	0.08	-666	1.06
BRD-K19061412	Receptor tyrosine protein kinase inhibitor	BRD-K19061412	mubritinib	trt_cp	ERBB2	0.36	0.32	0.27	0.09	-666	1.06
BRD-K16189898	Glycogen synthase kinase inhibitor	BRD-K16189898	CHIR-99021	trt_cp	-666	0.15	0.11	0.08	0.07	-666	1.06
BRD-K49328571	Bcr-Abl kinase inhibitor|Ephrin inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|Src inhibitor|Tyrosine kinase inhibitor	BRD-K49328571	dasatinib	trt_cp	ABL1|BCR|EPHA2|FYN|KIT|LCK|LYN|PDGFRB|SRC|YES1	0.51	0.44	0.37	0.13	-666	1.06
BRD-K07955840	MTOR inhibitor|PI3K inhibitor	BRD-K07955840	PF-05212384	trt_cp	MTOR|PIK3CA	0.5	0.45	0.4	0.11	-666	1.06
BRD-K13571841	Aspartic protease inhibitor	BRD-K13571841	pepstatin	trt_cp	-666	0.22	0.19	0.16	0.06	-666	1.06
BRD-K39987650	Laxative	BRD-K39987650	bisacodyl	trt_cp	-666	0.26	0.22	0.18	0.07	-666	1.06
BRD-K89053832	USP14 inhibitor	BRD-K89053832	VLX-600	trt_cp	-666	0.34	0.28	0.22	0.12	-666	1.06
BRD-K21528677	Glucocorticoid receptor agonist	BRD-K21528677	desonide	trt_cp	NR3C1	0.2	0.16	0.11	0.09	-666	1.06
BRD-K33622447	CDK inhibitor	BRD-K33622447	LY-2835219	trt_cp	-666	0.28	0.24	0.2	0.09	-666	1.05
BRD-K52536804	ATP synthase inhibitor|ATPase inhibitor	BRD-K52536804	oligomycin-a	trt_cp	ATP5A1	0.55	0.47	0.4	0.15	-666	1.05
BRD-K09900591	HIV integrase inhibitor|Lipoxygenase inhibitor|Nitric oxide production inhibitor|NFkB pathway inhibitor|PPAR receptor modulator|Tumor necrosis factor production inhibitor|TNF production inhibitor	BRD-K09900591	caffeic-acid	trt_cp	ALOX5	0.11	0.08	0.05	0.06	-666	1.05
BRD-A07704283	Dopamine receptor antagonist	BRD-A07704283	isofloxythepin	trt_cp	-666	0.16	0.14	0.12	0.04	-666	1.05
BRD-A54275602	Sterol demethylase inhibitor	BRD-A54275602	lanoconazole	trt_cp	-666	0.14	0.1	0.07	0.07	-666	1.05
BRD-K23677682	Topoisomerase inhibitor	BRD-K23677682	voreloxin	trt_cp	TOP2A	0.32	0.27	0.23	0.09	-666	1.05
BRD-K43236057	ICAM1 expression inhibitor	BRD-K43236057	polydatin	trt_cp	ICAM1	0.29	0.25	0.21	0.09	-666	1.05
BRD-A07986123	Androgen receptor modulator	BRD-A07986123	galeterone	trt_cp	AR|CYP17A1	0.28	0.25	0.21	0.07	-666	1.04
BRD-K98203492	Histone lysine demethylase inhibitor	BRD-K98203492	GSK-J4	trt_cp	KDM6A|KDM6B	0.32	0.28	0.24	0.07	-666	1.04
BRD-K30431096	-666	BRD-K30431096	domiphen	trt_cp	-666	0.26	0.23	0.2	0.06	-666	1.04
BRD-K81021983	DNA synthesis inhibitor|RNA synthesis inhibitor	BRD-K81021983	cyclocytidine	trt_cp	-666	0.37	0.32	0.27	0.1	-666	1.04
BRD-A49358627	PPAR receptor agonist	BRD-A49358627	ciprofibrate	trt_cp	PPARA	0.24	0.2	0.17	0.07	-666	1.04
BRD-K06234293	P38 MAPK inhibitor|TGF beta receptor inhibitor	BRD-K06234293	LY-364947	trt_cp	TGFBR1	0.12	0.1	0.07	0.05	-666	1.04
BRD-K81645907	-666	BRD-K81645907	captamine	trt_cp	-666	0.25	0.2	0.16	0.09	-666	1.04
BRD-A55913614	Antimalarial agent|DNA inhibitor	BRD-A55913614	primaquine	trt_cp	-666	0.18	0.15	0.13	0.05	-666	1.04
BRD-K92991072	Caspase activator	BRD-K92991072	PAC-1	trt_cp	CASP3	0.19	0.16	0.13	0.06	-666	1.04
BRD-K08586861	Prostanoid receptor antagonist	BRD-K08586861	ramatroban	trt_cp	TBXA2R|PTGDR2	0.17	0.14	0.11	0.06	-666	1.04
BRD-K44067360	Chloride channel blocker	BRD-K44067360	flufenamic-acid	trt_cp	AKR1C3|AR|PTGS1|PTGS2	0.1	0.08	0.05	0.05	-666	1.04
BRD-K46585355	Cyclooxygenase inhibitor	BRD-K46585355	acetylsalicylsalicylic-acid	trt_cp	-666	0.17	0.15	0.12	0.05	-666	1.04
BRD-K51911221	Topoisomerase inhibitor	BRD-K51911221	nemorubicin	trt_cp	TOP1|TOP2A	0.69	0.64	0.58	0.11	-666	1.04
BRD-K36739687	Aryl hydrocarbon receptor antagonist	BRD-K36739687	stemregenin-1	trt_cp	AHR	0.21	0.18	0.16	0.06	-666	1.04
BRD-K68395654	NFkB pathway inhibitor	BRD-K68395654	EVP-4593	trt_cp	-666	0.39	0.33	0.27	0.11	-666	1.03
BRD-A33280134	Topoisomerase inhibitor	BRD-A33280134	etoposide	trt_cp	TOP2A|TOP2B	0.33	0.27	0.22	0.11	-666	1.03
BRD-K58299615	Beta amyloid inhibitor	BRD-K58299615	Ro-90-7501	trt_cp	APP	0.13	0.1	0.07	0.06	-666	1.03
BRD-K73197500	HSP inhibitor	BRD-K73197500	SNX-5422	trt_cp	-666	0.48	0.42	0.37	0.11	-666	1.03
BRD-K01715490	DNA synthesis inhibitor	BRD-K01715490	artemisinin	trt_cp	CYP2B6	0.2	0.17	0.13	0.07	-666	1.03
BRD-A28746609	Tubulin inhibitor	BRD-A28746609	paclitaxel	trt_cp	NR1I2|TUBB	0.66	0.59	0.51	0.16	-666	1.03
BRD-A60197193	Dopamine receptor antagonist	BRD-A60197193	amisulpride	trt_cp	DRD2|DRD3	0.14	0.12	0.09	0.05	-666	1.03
BRD-K15916496	Cytochrome P450 inhibitor|Imidazoline ligand	BRD-K15916496	clotrimazole	trt_cp	KCNN4	0.14	0.12	0.1	0.04	-666	1.03
BRD-K29582115	Dopamine receptor antagonist|Serotonin receptor antagonist	BRD-K29582115	ziprasidone	trt_cp	DRD2|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR7	0.25	0.22	0.18	0.07	-666	1.02
BRD-K44993696	Adrenergic receptor antagonist	BRD-K44993696	atenolol	trt_cp	ADRB1|ADRB2	0.11	0.08	0.06	0.05	-666	1.02
BRD-K37590257	Phosphodiesterase inhibitor	BRD-K37590257	GSK-256066	trt_cp	-666	0.19	0.15	0.11	0.09	-666	1.02
BRD-K46690591	-666	BRD-K46690591	KP-1212	trt_cp	-666	0.23	0.2	0.16	0.07	-666	1.02
BRD-K09951645	RAF inhibitor	BRD-K09951645	dabrafenib	trt_cp	BRAF	0.24	0.19	0.14	0.1	-666	1.02
BRD-K70177501	Hec1 inhibitor	BRD-K70177501	INH1	trt_cp	NDC80	0.11	0.08	0.06	0.05	-666	1.02
BRD-K53665955	Aurora kinase inhibitor	BRD-K53665955	MK-5108	trt_cp	AURKA|AURKB	0.28	0.25	0.21	0.07	-666	1.02
BRD-A28970875	Protein synthesis inhibitor	BRD-A28970875	puromycin	trt_cp	-666	0.46	0.41	0.35	0.11	-666	1.02
BRD-A46813902	Acetylcholine receptor antagonist	BRD-A46813902	iododexetimide	trt_cp	-666	0.1	0.08	0.05	0.05	-666	1.02
BRD-K19859123	Acetylcholine receptor allosteric modulator	BRD-K19859123	CCMI	trt_cp	CHRNA7	0.15	0.12	0.1	0.05	-666	1.02
BRD-K51575138	IKK inhibitor	BRD-K51575138	TPCA-1	trt_cp	IKBKB	0.25	0.23	0.2	0.06	-666	1.02
BRD-K69776681	PLK inhibitor	BRD-K69776681	volasertib	trt_cp	PLK1	0.42	0.36	0.3	0.12	-666	1.02
BRD-K87024524	Monoamine oxidase inhibitor	BRD-K87024524	phenelzine	trt_cp	AOC3|MAOA|MAOB	0.11	0.08	0.06	0.05	-666	1.02
BRD-K93779381	PKC activator	BRD-K93779381	ingenol-mebutate	trt_cp	PRKCD|PRKCA	0.28	0.18	0.11	0.17	-666	1.02
BRD-K86972824	"Nuclear factor erythroid derived, like (NRF2) activator"	BRD-K86972824	oltipraz	trt_cp	-666	0.14	0.12	0.1	0.05	-666	1.02
BRD-K21782625	MET inhibitor	BRD-K21782625	AMG-458	trt_cp	-666	0.16	0.13	0.1	0.05	-666	1.02
BRD-A67097164	DNA alkylating agent	BRD-A67097164	ifosfamide	trt_cp	CYP2B6|CYP3A5|CYP2A6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP3A4|CYP3A7|PTGS1	0.14	0.12	0.09	0.05	-666	1.02
BRD-A02180903	Glucocorticoid receptor agonist	BRD-A02180903	betamethasone	trt_cp	NR3C1	0.19	0.15	0.12	0.07	-666	1.01
BRD-K11973162	Thymidine phosphorylase inhibitor	BRD-K11973162	tipiracil	trt_cp	TYMP	0.34	0.29	0.26	0.08	-666	1.01
BRD-K68164687	Microtubule stabilizing agent|Tubulin inhibitor|Microtubule stimulant	BRD-K68164687	epothilone-b	trt_cp	TUBB	0.56	0.5	0.43	0.13	-666	1.01
BRD-K24603946	Acetylcholine receptor antagonist	BRD-K24603946	5-hydroxymethyl-tolterodine	trt_cp	CHRM3	0.29	0.24	0.2	0.09	-666	1.01
BRD-K10670311	Antirheumatic drug|NFkB pathway inhibitor	BRD-K10670311	sulfasalazine	trt_cp	ALOX5|PTGS1|PTGS2	0.11	0.08	0.05	0.05	-666	1.01
BRD-K33743361	-666	BRD-K33743361	BRD-K33743361	trt_cp	-666	0.24	0.22	0.18	0.06	-666	1.01
BRD-K49313711	-666	BRD-K49313711	ribitol	trt_cp	-666	0.17	0.15	0.13	0.05	-666	1.01
BRD-K91370081	DNA synthesis inhibitor	BRD-K91370081	anisomycin	trt_cp	-666	0.45	0.4	0.35	0.1	-666	1.01
BRD-K93918653	FLT3 inhibitor	BRD-K93918653	quizartinib	trt_cp	CSF1R|FLT3|KIT|RET	0.14	0.11	0.08	0.06	-666	1.01
BRD-A31095847	Vasopressin receptor antagonist	BRD-A31095847	mozavaptan	trt_cp	AVPR2|AVPR1A|AVPR1B	0.23	0.2	0.18	0.05	-666	1.01
BRD-K17944737	DNA synthesis inhibitor	BRD-K17944737	artesunate	trt_cp	-666	0.17	0.14	0.1	0.06	-666	1.01
BRD-K68938568	XIAP inhibitor	BRD-K68938568	GDC-0152	trt_cp	-666	0.19	0.14	0.1	0.09	-666	1.01
BRD-K97764662	FGFR inhibitor|VEGFR inhibitor	BRD-K97764662	PD-173074	trt_cp	FGFR1|FGFR3	0.23	0.2	0.17	0.06	-666	1.01
BRD-K99571587	DNA polymerase inhibitor	BRD-K99571587	cephalomannine	trt_cp	-666	0.58	0.5	0.42	0.16	-666	1.01
BRD-A85439007	DNA synthesis inhibitor	BRD-A85439007	idoxuridin	trt_cp	-666	0.23	0.19	0.14	0.09	-666	1.01
BRD-K59146805	Monopolar spindle 1 kinase inhibitor	BRD-K59146805	AZ-3146	trt_cp	-666	0.25	0.21	0.17	0.08	-666	1.01
BRD-K61250484	-666	BRD-K61250484	FPH1	trt_cp	-666	0.11	0.09	0.06	0.05	-666	1.01
BRD-K18518344	ATPase inhibitor	BRD-K18518344	digitoxigenin	trt_cp	-666	0.45	0.41	0.35	0.1	-666	1
BRD-K54838207	Mucolytic agent	BRD-K54838207	fudosteine	trt_cp	-666	0.2	0.17	0.15	0.05	-666	1
BRD-K59831625	Bone morphogenic protein inhibitor	BRD-K59831625	LDN-212854	trt_cp	ABL1|ACVR1|RIPK2	0.4	0.35	0.31	0.08	-666	1
BRD-K79633074	-666	BRD-K79633074	xilobam	trt_cp	-666	0.21	0.18	0.14	0.07	-666	1
BRD-A72716251	Cardiac glycoside	BRD-A72716251	peruvoside	trt_cp	-666	0.54	0.48	0.42	0.12	-666	1
BRD-K21396683	Matrix metalloprotease inhibitor	BRD-K21396683	marimastat	trt_cp	MMP1|MMP2|MMP7	0.27	0.24	0.21	0.06	-666	1
BRD-K53561341	Aurora kinase inhibitor	BRD-K53561341	aurora-a-inhibitor-i	trt_cp	AURKA	0.28	0.26	0.23	0.05	-666	1
BRD-K38183498	GABA benzodiazepine site receptor agonist	BRD-K38183498	clonazepam	trt_cp	GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ	0.51	0.45	0.38	0.12	-666	1
BRD-K59983611	Bacterial antifolate	BRD-K59983611	sulfabenzamide	trt_cp	-666	0.17	0.15	0.12	0.05	-666	1
BRD-K99023089	AKT inhibitor	BRD-K99023089	AZD-5363	trt_cp	-666	0.18	0.14	0.11	0.07	-666	1
BRD-K07442505	BAX activator	BRD-K07442505	BAM7	trt_cp	BAX	0.19	0.15	0.12	0.07	-666	1
BRD-K65814004	Nitric oxide synthase inhibitor	BRD-K65814004	diphenyleneiodonium	trt_cp	NOS2|NOS3	0.51	0.46	0.4	0.11	-666	1
BRD-A81129465	Prostagladin inhibitor	BRD-A81129465	fenoprofen	trt_cp	PTGS1	0.24	0.22	0.19	0.06	-666	0.99
BRD-K02407574	Tubulin inhibitor	BRD-K02407574	parbendazole	trt_cp	TUBB	0.46	0.4	0.34	0.12	-666	0.99
BRD-K51967704	HSP inhibitor	BRD-K51967704	BIIB-021	trt_cp	HSP90AA1	0.44	0.4	0.34	0.1	-666	0.99
BRD-K85849709	Glycogen synthase kinase inhibitor	BRD-K85849709	AZD-2858	trt_cp	-666	0.29	0.24	0.19	0.1	-666	0.99
BRD-K21670884	Sodium/hydrogen exchanger inhibitor	BRD-K21670884	cariporide	trt_cp	-666	0.27	0.21	0.17	0.1	-666	0.99
BRD-K73088654	DNA synthesis inhibitor	BRD-K73088654	floxuridine	trt_cp	-666	0.47	0.39	0.32	0.14	-666	0.99
BRD-K13044802	Membrane integrity inhibitor	BRD-K13044802	ciclopirox	trt_cp	ATP1A1	0.29	0.24	0.2	0.08	-666	0.99
BRD-K60184833	Tyrosine kinase inhibitor	BRD-K60184833	tyrphostin-AG-99	trt_cp	-666	0.3	0.25	0.22	0.09	-666	0.99
BRD-K48443249	Bruton's tyrosine kinase (BTK) inhibitor	BRD-K48443249	CNX-774	trt_cp	BTK	0.22	0.18	0.15	0.07	-666	0.99
BRD-A42746051	Progesterone receptor agonist	BRD-A42746051	melengestrol-acetate	trt_cp	-666	0.15	0.12	0.08	0.07	-666	0.99
BRD-A78391468	Glucocorticoid receptor agonist	BRD-A78391468	prednisolone-hemisuccinate	trt_cp	NR3C1	0.21	0.17	0.13	0.08	-666	0.99
BRD-K22025381	Oxidosqualene cyclase inhibitor	BRD-K22025381	U-18666A	trt_cp	-666	0.17	0.14	0.11	0.06	-666	0.99
BRD-K23363278	Tubulin inhibitor	BRD-K23363278	CYT-997	trt_cp	TUBB	0.48	0.41	0.35	0.13	-666	0.99
BRD-K41599323	Farnesyltransferase inhibitor	BRD-K41599323	lonafarnib	trt_cp	FNTA	0.23	0.18	0.14	0.08	-666	0.99
BRD-K44408410	Hypoxia inducible factor inhibitor	BRD-K44408410	2-methoxyestradiol	trt_cp	HIF1A	0.23	0.19	0.16	0.07	-666	0.99
BRD-K76973696	Cyclooxygenase inhibitor	BRD-K76973696	tryptanthrin	trt_cp	-666	0.31	0.27	0.24	0.07	-666	0.99
BRD-K00615600	PARP inhibitor	BRD-K00615600	AG-14361	trt_cp	PARP1	0.13	0.11	0.08	0.05	-666	0.98
BRD-K05524748	Adrenergic receptor antagonist	BRD-K05524748	dronedarone	trt_cp	-666	0.32	0.29	0.26	0.06	-666	0.98
BRD-A24514565	Vitamin K antagonist	BRD-A24514565	warfarin	trt_cp	VKORC1	0.17	0.14	0.11	0.07	-666	0.98
BRD-K20655524	Psychoactive drug	BRD-K20655524	mefexamide	trt_cp	-666	0.52	0.45	0.38	0.14	-666	0.98
BRD-K40109029	ALK tyrosine kinase receptor inhibitor	BRD-K40109029	SB-505124	trt_cp	TGFBR1	0.19	0.17	0.14	0.05	-666	0.98
BRD-K89839824	Thymidylate synthase inhibitor	BRD-K89839824	raltitrexed	trt_cp	TYMS	0.5	0.44	0.37	0.13	-666	0.98
BRD-K59522102	Monoamine oxidase inhibitor	BRD-K59522102	piperine	trt_cp	MAOA|MAOB	0.14	0.12	0.08	0.06	-666	0.98
BRD-K71512533	Aurora kinase inhibitor	BRD-K71512533	SNS-314	trt_cp	AURKA|AURKB|AURKC	0.33	0.26	0.2	0.13	-666	0.98
BRD-K93034159	Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor	BRD-K93034159	cladribine	trt_cp	ADA	0.45	0.4	0.34	0.11	-666	0.98
BRD-K26657438	Interferon inducer|TLR agonist	BRD-K26657438	imiquimod	trt_cp	TLR7|TLR8	0.16	0.13	0.1	0.06	-666	0.98
BRD-K35520305	DNA alkylating agent	BRD-K35520305	dacarbazine	trt_cp	-666	0.22	0.18	0.15	0.06	-666	0.98
BRD-A34513497	Osmosis stimulant	BRD-A34513497	lacitol	trt_cp	-666	0.23	0.19	0.15	0.08	-666	0.98
BRD-K93441486	Acetylcholine receptor antagonist	BRD-K93441486	diphemanil	trt_cp	CHRM3	0.11	0.09	0.06	0.05	-666	0.97
BRD-A91877226	DNA synthesis inhibitor|Thymidylate synthase inhibitor	BRD-A91877226	capecitabine	trt_cp	TYMS	0.14	0.12	0.09	0.05	-666	0.97
BRD-A11990600	Benzodiazepine receptor agonist	BRD-A11990600	lorazepam	trt_cp	GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ	0.19	0.15	0.12	0.06	-666	0.97
BRD-A97739905	Cyclooxygenase inhibitor	BRD-A97739905	ketoprofen	trt_cp	PTGS1|PTGS2	0.22	0.18	0.15	0.06	-666	0.97
BRD-K06593056	Retinoid receptor agonist	BRD-K06593056	LE-135	trt_cp	RARB	0.23	0.2	0.16	0.07	-666	0.97
BRD-K17203476	FGFR antagonist	BRD-K17203476	LY-2874455	trt_cp	-666	0.41	0.36	0.31	0.1	-666	0.97
BRD-K71281111	HSP inhibitor	BRD-K71281111	SNX-2112	trt_cp	-666	0.52	0.46	0.42	0.1	-666	0.97
BRD-K47150025	VEGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor	BRD-K47150025	KI-8751	trt_cp	KDR	0.23	0.19	0.16	0.07	-666	0.97
BRD-K68997413	FAAH inhibitor	BRD-K68997413	PF-3845	trt_cp	FAAH	0.14	0.12	0.09	0.05	-666	0.97
BRD-K59436580	Bacterial 50S ribosomal subunit inhibitor	BRD-K59436580	tedizolid	trt_cp	-666	0.24	0.21	0.18	0.07	-666	0.97
BRD-K86887724	Potassium channel blocker	BRD-K86887724	dofetilide	trt_cp	KCNH2	0.2	0.17	0.14	0.07	-666	0.97
BRD-K81258678	RNA polymerase inhibitor	BRD-K81258678	triptolide	trt_cp	-666	0.74	0.68	0.62	0.12	-666	0.97
BRD-A49765801	Glucocorticoid receptor agonist	BRD-A49765801	fludroxycortide	trt_cp	NR3C1	0.23	0.2	0.17	0.06	-666	0.96
BRD-K11853856	PARP inhibitor	BRD-K11853856	PJ-34	trt_cp	-666	0.14	0.12	0.09	0.06	-666	0.96
BRD-K41783120	Interleukin synthesis inhibitor	BRD-K41783120	STA-5326	trt_cp	IL12A	0.22	0.17	0.12	0.09	-666	0.96
BRD-K60446698	Proteasome inhibitor	BRD-K60446698	ONX-0914	trt_cp	-666	0.56	0.52	0.48	0.09	-666	0.96
BRD-K69280563	Tubulin inhibitor	BRD-K69280563	vinorelbine	trt_cp	TUBB	0.48	0.41	0.35	0.13	-666	0.96
BRD-K74514084	KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	BRD-K74514084	pazopanib	trt_cp	FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB	0.17	0.14	0.11	0.07	-666	0.96
BRD-K76703230	Survivin inhibitor	BRD-K76703230	YM-155	trt_cp	BIRC5	0.63	0.57	0.5	0.13	-666	0.96
BRD-A29485665	Androgen receptor antagonist	BRD-A29485665	bicalutamide	trt_cp	AR	0.14	0.11	0.09	0.05	-666	0.96
BRD-K11630072	Thymidylate synthase inhibitor	BRD-K11630072	carmofur	trt_cp	TYMS	0.35	0.31	0.26	0.08	-666	0.96
BRD-K77638923	PI3K inhibitor	BRD-K77638923	CUDC-907	trt_cp	HDAC2|PIK3R1	0.64	0.59	0.54	0.1	-666	0.96
BRD-K64890080	PLK inhibitor	BRD-K64890080	BI-2536	trt_cp	PLK1	0.53	0.44	0.36	0.17	-666	0.96
BRD-K03384561	Angiogenesis inhibitor|TNF production inhibitor	BRD-K03384561	roquinimex	trt_cp	-666	0.12	0.1	0.07	0.05	-666	0.96
BRD-K95292280	Urotensin receptor antagonist	BRD-K95292280	SB-657510	trt_cp	UTS2R	0.2	0.17	0.14	0.06	-666	0.96
BRD-K56957086	HDAC inhibitor	BRD-K56957086	dacinostat	trt_cp	HDAC1	0.54	0.49	0.44	0.09	-666	0.96
BRD-A67516570	Histamine receptor antagonist	BRD-A67516570	lafutidine	trt_cp	HRH2	0.13	0.1	0.06	0.06	-666	0.96
BRD-A36267905	Adrenergic receptor agonist	BRD-A36267905	buphenine	trt_cp	ADRB2	0.18	0.14	0.11	0.07	-666	0.96
BRD-K63736853	Cholesterol inhibitor	BRD-K63736853	acipimox	trt_cp	-666	0.21	0.17	0.14	0.07	-666	0.96
BRD-K63923597	Aurora kinase inhibitor	BRD-K63923597	barasertib-HQPA	trt_cp	AURKA|AURKB	0.28	0.23	0.18	0.1	-666	0.96
BRD-K72703948	Aurora kinase inhibitor	BRD-K72703948	ZM-447439	trt_cp	AURKA|AURKB	0.26	0.22	0.18	0.08	-666	0.96
BRD-K38852836	HSP inhibitor	BRD-K38852836	ganetespib	trt_cp	HSP90AA1	0.53	0.47	0.42	0.1	-666	0.95
BRD-K24601397	Sodium/glucose cotransporter inhibitor	BRD-K24601397	phlorizin	trt_cp	SLC5A1|SLC5A2	0.21	0.19	0.17	0.05	-666	0.95
BRD-A39975020	Bacterial cell wall synthesis inhibitor	BRD-A39975020	cefpiramide	trt_cp	-666	0.17	0.14	0.12	0.05	-666	0.95
BRD-A09838294	BCL inhibitor	BRD-A09838294	oridonin	trt_cp	BCL2	0.28	0.26	0.24	0.04	-666	0.95
BRD-K08791496	-666	BRD-K08791496	fenaclon	trt_cp	-666	0.1	0.08	0.05	0.05	-666	0.95
BRD-K15025317	NFkB pathway inhibitor	BRD-K15025317	BAY-11-7082	trt_cp	-666	0.25	0.23	0.21	0.04	-666	0.95
BRD-K22134346	HMGCR inhibitor	BRD-K22134346	simvastatin	trt_cp	HMGCR	0.24	0.2	0.16	0.07	-666	0.95
BRD-K43905307	-666	BRD-K43905307	L-798106	trt_cp	-666	0.23	0.19	0.16	0.07	-666	0.95
BRD-K23204545	DNA inhibitor	BRD-K23204545	busulfan	trt_cp	-666	0.29	0.26	0.22	0.07	-666	0.95
BRD-A13561534	NFkB pathway modulator	BRD-A13561534	ornithine	trt_cp	-666	0.14	0.11	0.09	0.05	-666	0.95
BRD-K11267252	ALK tyrosine kinase receptor inhibitor	BRD-K11267252	alectinib	trt_cp	ALK	0.25	0.23	0.2	0.05	-666	0.94
BRD-K18163608	BCL inhibitor	BRD-K18163608	HA-14-1	trt_cp	BCL2	0.28	0.26	0.24	0.04	-666	0.94
BRD-K95142244	PARP inhibitor	BRD-K95142244	talazoparib	trt_cp	PARP2|PARP1	0.45	0.37	0.3	0.15	-666	0.94
BRD-A68631409	ATPase inhibitor|TRPV agonist	BRD-A68631409	evodiamine	trt_cp	TRPV1	0.33	0.28	0.24	0.1	-666	0.94
BRD-K66030860	Beta amyloid protein neurotoxicity inhibitor	BRD-K66030860	salidroside	trt_cp	APP	0.11	0.08	0.06	0.05	-666	0.94
BRD-K82928892	Vitamin D receptor agonist	BRD-K82928892	doxercalciferol	trt_cp	VDR	0.17	0.14	0.11	0.07	-666	0.94
BRD-K60443845	Fungal lanosterol demethylase inhibitor	BRD-K60443845	chlormidazole	trt_cp	-666	0.29	0.25	0.21	0.08	-666	0.94
BRD-K67173685	Protein synthesis inhibitor	BRD-K67173685	4E1RCat	trt_cp	EIF4E|EIF4G1	0.13	0.11	0.09	0.05	-666	0.94
BRD-K16485616	HDAC inhibitor	BRD-K16485616	mocetinostat	trt_cp	HDAC1|HDAC11|HDAC2|HDAC3	0.48	0.43	0.39	0.09	-666	0.94
BRD-K72827473	ALK tyrosine kinase receptor inhibitor	BRD-K72827473	CEP-37440	trt_cp	ALK	0.27	0.24	0.21	0.06	-666	0.94
BRD-K85402309	EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor	BRD-K85402309	dovitinib	trt_cp	EGFR|FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|KIT|PDGFRB	0.2	0.17	0.15	0.05	-666	0.94
BRD-K97752965	Nitric oxide donor|Potassium channel activator	BRD-K97752965	nicorandil	trt_cp	-666	0.13	0.1	0.07	0.06	-666	0.94
BRD-K61536336	TRPV antagonist	BRD-K61536336	SB-366791	trt_cp	TRPV1	0.23	0.19	0.16	0.07	-666	0.94
BRD-K70463136	Hypoxia inducible factor inhibitor	BRD-K70463136	BAY-87-2243	trt_cp	HIF1A	0.44	0.38	0.31	0.13	-666	0.94
BRD-K25433859	Norepinephrine reputake inhibitor|Tricyclic antidepressant	BRD-K25433859	maprotiline	trt_cp	SLC6A2	0.12	0.1	0.07	0.05	-666	0.94
BRD-K92213669	Microsomal trigylceride transfer protein inhibitor	BRD-K92213669	lomitapide	trt_cp	MTTP	0.2	0.17	0.14	0.06	-666	0.94
BRD-K15424032	Serotonin receptor antagonist	BRD-K15424032	SB-228357	trt_cp	HTR2C	0.17	0.13	0.11	0.07	-666	0.94
BRD-A39935389	DNA inhibitor	BRD-A39935389	teroxirone	trt_cp	-666	0.26	0.22	0.19	0.07	-666	0.94
BRD-K17075857	Opioid receptor antagonist	BRD-K17075857	chloroxine	trt_cp	-666	0.27	0.24	0.2	0.07	-666	0.94
BRD-K74305673	IKK inhibitor|NFkB pathway inhibitor	BRD-K74305673	IKK-2-inhibitor-V	trt_cp	IKBKB	0.3	0.26	0.22	0.08	-666	0.94
BRD-K81694556	Renin inhibitor	BRD-K81694556	VTP-27999	trt_cp	REN	0.2	0.17	0.14	0.06	-666	0.94
BRD-A55424491	Dihydrofolate reductase inhibitor	BRD-A55424491	methotrexate	trt_cp	DHFR	0.4	0.35	0.29	0.11	-666	0.93
BRD-K40438880	Glutamate receptor modulator	BRD-K40438880	spermidine	trt_cp	-666	0.23	0.2	0.17	0.06	-666	0.93
