Drug,Pearson.est,Pearson.p,Pearson.q,Spearman.est,Spearman.p,Spearman.q,Slope,Intercept,R.squared,Rank.slope,Rank.intercept,Rank.R.squared,N
LY2183240,0.028782368,0.613106973,0.868668196,0.032810194,0.564318246,0.877363685,5.56E-05,0.913781953,0.000828425,0.032810194,150.8816098,0.001076509,311
LY2334737,0.06009595,0.297085934,0.690654465,0.074318681,0.197017598,0.563252068,5.37E-05,0.823732876,0.003611523,0.074318681,140.7035604,0.005523266,303
LY2603618,-0.091563781,0.121701287,0.477263866,-0.105945274,0.073126472,0.38088896,-0.000109342,0.905938887,0.008383926,-0.104185956,159.0027777,0.011224401,287
LY2606368,-0.008218645,0.885589299,0.976116207,-0.005670684,0.920917285,0.984392518,-1.72E-05,0.466279276,6.75E-05,-0.005670684,155.878956,3.22E-05,309
LY2608204,-0.102512775,0.082438072,0.38882843,-0.019123072,0.746583549,0.935015576,-0.000127782,0.815668322,0.010508869,-0.019123072,147.263284,0.000365692,288
LY2784544,-0.008633188,0.881624859,0.976116207,0.019240214,0.739972479,0.931446934,-1.63E-05,0.789821737,7.45E-05,0.019240214,147.6043478,0.000370186,300
LY2801653,-0.034667686,0.565596438,0.848687713,-0.068348225,0.256910583,0.634582784,-4.00E-05,0.89635839,0.001201848,-0.068017286,148.4544028,0.00467148,277
LY2874455,0.08502969,0.146534176,0.513756627,0.069031764,0.238801313,0.614024703,0.000115807,0.696865291,0.007230048,0.069031764,136.8523306,0.004765384,293
LY3023414,0.011006819,0.846944865,0.966969664,-0.021431326,0.70702376,0.921444562,1.09E-05,0.603991041,0.00012115,-0.021431326,158.8325712,0.000459302,310
LY303511,0.069942299,0.242543842,0.622802514,0.081117156,0.175116481,0.538362344,0.00020212,1.281481683,0.004891925,0.081117156,129.5624809,0.006579993,281
LY364947,-0.165632146,0.007104074,0.10828105,-0.160225525,0.009244377,0.104577013,-0.000502638,1.410037991,0.027434008,-0.160225525,153.1497693,0.025672219,263
LY456236,-0.041751936,0.469755058,0.813665153,-0.023000071,0.69056108,0.919284092,-8.39E-05,0.875894403,0.001743224,-0.023000071,154.9845108,0.000529003,302
M.344,0.073137489,0.202006163,0.583842163,0.09998754,0.08076094,0.39501471,7.61E-05,0.70700266,0.005349092,0.09998754,138.1519126,0.009997508,306
maprotiline,-0.025282925,0.68665045,0.907575417,-0.036779053,0.557245689,0.876101333,-6.70E-05,1.248408657,0.000639226,-0.036779053,133.7444978,0.001352699,257
marimastat,-0.048988281,0.393132376,0.761983948,-0.069497433,0.225436121,0.596766916,-4.63E-05,0.814835899,0.002399852,-0.069497433,164.167856,0.004829893,306
masitinib,0.098015254,0.104824121,0.438218648,0.118332997,0.049962487,0.322971791,0.000263134,1.341122459,0.00960699,0.118332997,121.6700464,0.014002698,275
maxacalcitol,-0.207784478,0.000434021,0.014615414,-0.218781072,0.000207905,0.007001074,-0.000515559,1.066517141,0.043174389,-0.218781072,173.0669123,0.047865158,283
mebendazole,-0.067745877,0.313870485,0.709024123,-0.05877859,0.382350167,0.754498334,-7.03E-05,0.839182242,0.004589504,-0.05877859,118.583202,0.003454923,223
mechlorethamine,0.089673684,0.142412648,0.505996749,0.075960347,0.214297227,0.581090609,0.000160768,1.00149285,0.00804137,0.075960347,124.7453532,0.005769974,269
meclizine,0.008906181,0.88418395,0.976116207,-0.047015153,0.441668258,0.79709774,1.20E-05,0.908816103,7.93E-05,-0.047015124,141.8705494,0.002210425,270
mefexamide,0.030935224,0.591073777,0.858713067,-0.029805483,0.604702145,0.901120859,5.09E-05,0.669452333,0.000956988,-0.029805483,157.0453361,0.000888367,304
meglitinide,0.065113611,0.26989461,0.658443145,0.064567176,0.273943193,0.641088591,0.000142181,1.034137894,0.004239782,0.064567176,135.6377595,0.00416892,289
MEK1.2.inhibitor,-0.007301525,0.901982391,0.97841997,-0.019122394,0.747021207,0.935015576,-1.13E-05,0.873533505,5.33E-05,-0.019122392,146.7536244,0.000365666,287
MEK162,-0.052450585,0.371832279,0.751409415,-0.029447645,0.616264222,0.903188859,-0.000104138,0.748689862,0.002751064,-0.029447645,150.8140799,0.000867164,292
melengestrol.acetate,-0.05496178,0.3476827,0.734955546,-0.044578266,0.446370135,0.7979555,-0.00017716,1.188087906,0.003020797,-0.044578266,154.0752943,0.001987222,294
meloxicam,0.052474499,0.37244129,0.751409415,0.045232263,0.442085022,0.79709774,0.000165265,1.179662937,0.002753573,0.045232263,139.3960896,0.002045958,291
melphalan,0.158247784,0.005608994,0.092738735,0.218943816,0.000115795,0.0044124,0.000394766,0.983945151,0.025042361,0.218943816,119.5015962,0.047936394,305
menadione,0.014929228,0.802893039,0.959281667,-0.003382134,0.954908778,0.989940164,1.72E-05,0.914708812,0.000222882,-0.003382134,141.978572,1.14E-05,282
mephenytoin,-0.051871675,0.411340453,0.772107755,-0.042371186,0.502272171,0.836927622,-0.000139048,1.145757653,0.002690671,-0.042371186,132.3811406,0.001795317,253
mepivacaine,-0.01394357,0.817619451,0.961614029,-0.040339036,0.504521383,0.837037531,-2.63E-05,1.213971668,0.000194423,-0.040339036,144.0869565,0.001627238,276
mercaptopurine,0.151741722,0.008698825,0.122037774,0.132220501,0.022435148,0.204315054,0.000477571,1.122249319,0.02302555,0.132220501,129.733035,0.017482261,298
mericitabine,0.100194995,0.089090705,0.403135442,0.111608599,0.058086044,0.340520613,0.000324639,1.191331115,0.010039037,0.111608599,128.8167532,0.012456479,289
merimepodib,0.029270347,0.620826027,0.8727729,0.046708784,0.42972745,0.788650631,5.60E-05,0.903155178,0.000856753,0.046708784,137.7505807,0.00218171,288
mesna,0.033373223,0.570039016,0.850068481,0.054120699,0.356777081,0.730754487,9.66E-05,1.021435848,0.001113772,0.054120699,138.5713176,0.00292905,292
mesoridazine,-0.042200633,0.516160726,0.829417325,-0.027945572,0.667306939,0.915981652,-9.12E-05,1.127241705,0.001780893,-0.027945572,123.3534686,0.000780955,239
metaraminol,0.039814922,0.486313608,0.82350105,0.040734889,0.476289357,0.819081935,2.48E-05,0.771395701,0.001585228,0.040734889,148.2064597,0.001659331,308
metatinib,-0.015732162,0.782287229,0.953105598,0.00511637,0.928394153,0.984392518,-3.12E-05,0.834444723,0.000247501,0.00511637,155.2018463,2.62E-05,311
methacycline,0.031459223,0.584800703,0.855344866,0.02877865,0.617209345,0.903659385,7.29E-05,0.975506711,0.000989683,0.02877865,148.1112559,0.000828211,304
methiazole,0.013152728,0.818168842,0.961614029,-0.00017948,0.997497003,0.999209036,2.88E-05,0.872024534,0.000172994,-0.00017948,154.5277296,3.22E-08,308
methocarbamol,-0.104138538,0.148446583,0.514779635,-0.127176803,0.077211013,0.389552429,-0.000209199,1.129372556,0.010844835,-0.127176803,109.8997383,0.016173939,194
methotrexate,-0.068308756,0.30985741,0.703796621,-0.12214645,0.068666512,0.366897085,-0.000111812,0.71374528,0.004666086,-0.12214645,125.6804024,0.014919755,223
methoxyflurane,0.03724564,0.519755426,0.829417325,0.014937845,0.796331265,0.950417411,7.60E-05,0.894773538,0.001387238,0.014937845,148.7443854,0.000223139,301
methscopolamine,0.006667658,0.911876137,0.982237506,0.036822434,0.540938936,0.862222815,2.12E-05,1.121683897,4.45E-05,0.036822434,134.3632704,0.001355892,278
methyldopa,-0.018233164,0.765522864,0.947416331,-0.021482081,0.725296176,0.928893857,-3.61E-05,1.139896303,0.000332448,-0.021482081,138.410822,0.00046148,270
methylphenidate,0.057140325,0.355085214,0.737572299,-0.005471242,0.929498374,0.984392518,0.000120931,1.32444164,0.003265017,-0.005471242,133.2249395,2.99E-05,264
methylprednisolone,-0.109568615,0.076098788,0.374121261,-0.109739751,0.075638698,0.388621863,-0.000472251,1.351800025,0.012005281,-0.109739751,146.4856471,0.012042813,263
metoprolol,0.172053846,0.004579851,0.083944614,0.113090715,0.063509769,0.355066201,0.000375873,1.347544303,0.029602526,0.113090715,120.1762082,0.01278951,270
metoxibutropate,0.043433338,0.479746468,0.819189724,0.084326404,0.169476379,0.537143113,0.000110405,1.407225058,0.001886455,0.084326404,122.7002619,0.007110942,267
metronidazole,-0.03148025,0.599903774,0.862622308,-0.028450071,0.635480605,0.910950829,-8.75E-05,1.308516219,0.000991006,-0.028450071,144.497235,0.000809407,280
metyrapone,0.072329409,0.221862359,0.598243381,0.079602816,0.178687615,0.544715086,9.57E-05,1.132981991,0.005231543,0.079602816,132.5371945,0.006336608,287
mevastatin,0.22070265,0.000113002,0.004812574,0.203393105,0.00038341,0.010436899,0.000361944,0.856958382,0.04870966,0.203393105,120.2876412,0.041368755,301
mexiletine,0.037578445,0.512535137,0.829417325,0.053227331,0.353435931,0.726953448,4.60E-05,0.778480144,0.00141214,0.053227331,145.3296046,0.002833149,306
MG.132,0.130410671,0.023415565,0.211910861,0.095814424,0.096513195,0.418416486,8.89E-05,0.536534834,0.017006943,0.095814424,136.9841148,0.009180404,302
MGCD.265,0.010237859,0.860766829,0.973742475,0.004973232,0.932101426,0.984918878,1.72E-05,0.935531643,0.000104814,0.004973232,147.761475,2.47E-05,296
mibampator,0.047699476,0.443758989,0.793287675,0.087249811,0.160688831,0.525896931,6.26E-05,0.901015014,0.00227524,0.087249811,119.1138996,0.00761253,260
mibefradil,0.03266115,0.583599736,0.855344866,0.068278819,0.251414987,0.625958243,8.83E-05,1.111568008,0.001066751,0.068278819,132.7702683,0.004661997,284
midodrine,-0.020969464,0.728244678,0.927257485,-0.022226388,0.712654379,0.921444562,-5.95E-05,1.015200651,0.000439718,-0.022226388,142.0894679,0.000494012,277
midostaurin,0.03625874,0.526785227,0.829417325,0.089391575,0.118050655,0.453414718,3.51E-05,0.706286423,0.001314696,0.089391575,140.2336974,0.007990854,307
mifepristone,0.030443217,0.59577759,0.860020131,0.050439703,0.37924776,0.752261311,6.77E-05,1.005399054,0.000926789,0.050439703,145.7575056,0.002544164,306
minocycline,-0.055440807,0.3875809,0.756455841,-0.099268048,0.121219647,0.458196072,-0.000197051,1.162370213,0.003073683,-0.099268048,135.2099699,0.009854145,245
mitomycin.c,0.1037377,0.078819732,0.380436572,0.040981457,0.48846968,0.828998812,0.000136999,0.689541179,0.010761511,0.040981457,138.5781794,0.00167948,288
mitoxantrone,-0.039496343,0.512704015,0.829417325,-0.015679185,0.795026095,0.950417411,-5.94E-05,0.433031901,0.001559961,-0.015679185,141.1794067,0.000245837,277
MK.0773,0.024503096,0.697537098,0.907575417,0.021938498,0.727870658,0.929415091,5.52E-05,1.069488437,0.000600402,0.021938498,124.7028415,0.000481298,254
MK.0812,0.02660332,0.651873192,0.881917504,0.029772546,0.613607706,0.903188859,7.27E-05,1.253150788,0.000707737,0.029772546,141.1680945,0.000886405,290
MK.1775,-0.07473771,0.200543976,0.580775354,-0.055533895,0.341853105,0.712555675,-0.000107995,0.827587062,0.005585725,-0.055501697,156.2142511,0.003084013,295
MK.2206,-0.02749964,0.631257363,0.876438352,-0.004175138,0.941920533,0.987111817,-3.29E-05,0.815026569,0.00075623,-0.004175138,154.6429712,1.74E-05,307
MK.2461,0.004164585,0.942543849,0.985806681,-0.028441684,0.622497612,0.904996528,1.85E-05,1.126763021,1.73E-05,-0.028441684,155.8089151,0.000808929,302
MK.3207,0.109170481,0.075494623,0.37309288,0.129036711,0.03542948,0.252718658,0.000232753,1.227043006,0.011918194,0.129036711,116.2735991,0.016650473,266
MK.5108,-0.027402367,0.631907209,0.876438352,0.00182026,0.974619131,0.994537352,-4.09E-05,0.827821229,0.00075089,0.00182026,154.2187698,3.31E-06,308
MK.8245,0.000927192,0.98707005,0.998098765,-0.020251625,0.723334574,0.928535871,2.29E-06,0.931706513,8.60E-07,-0.020251625,157.628876,0.000410128,308
MK.8745,0.01450389,0.805399013,0.959281667,0.041529786,0.480374461,0.820262051,2.45E-05,0.781727088,0.000210363,0.041529786,139.9366513,0.001724723,291
ML133,0.076370688,0.184170473,0.557905532,-0.008084385,0.888361599,0.975105536,7.78E-05,0.890684785,0.005832482,-0.008084385,153.7328687,6.54E-05,304
MLN.8054,-0.033651274,0.603936142,0.865173367,-0.022268616,0.731428921,0.93062009,-6.69E-05,0.735424198,0.001132408,-0.022268616,123.1833682,0.000495891,240
MLN0128,-0.046670486,0.418243916,0.776048322,-0.037990729,0.510020875,0.841127821,-9.57E-05,0.710376053,0.002178134,-0.037978743,157.772769,0.001443296,303
MNS..3.4.Methylenedioxy.nitrostyrene.,-0.068696018,0.243543022,0.623606048,-0.02383841,0.686023247,0.917810349,-0.000104028,0.941736381,0.004719143,-0.023838407,148.9684882,0.00056827,290
mocetinostat,0.070509476,0.397720513,0.762780533,-0.006233311,0.940476717,0.987111817,0.000168115,0.40768074,0.004971586,-0.006233311,73.95814832,3.89E-05,146
monensin,0.194336949,0.000604727,0.019035769,0.239618419,2.14E-05,0.000997321,0.000326945,0.835048604,0.03776685,0.239618419,117.4789543,0.057416987,308
monobenzone,0.018562198,0.785225753,0.953105598,0.086910114,0.201159477,0.567810931,3.76E-05,1.038161248,0.000344555,0.086910114,99.98334249,0.007553368,218
morin,0.037615439,0.553863153,0.841546533,0.012197187,0.847824374,0.967688499,0.000107548,1.402866338,0.001414921,0.012197187,123.969253,0.000148771,250
motesanib,0.070547249,0.252448022,0.63683752,0.068605203,0.265775434,0.641088591,5.84E-05,0.932606849,0.004976914,0.068206,123.9286021,0.004706674,265
mozavaptan,-0.063248222,0.274022756,0.661308251,-0.049283844,0.39421245,0.764940192,-6.79E-05,0.891902402,0.004000338,-0.049283844,158.4418605,0.002428897,301
MPI.0479605,0.000138962,0.998103742,0.999818557,0.033130779,0.570863977,0.884075977,3.70E-07,0.577995668,1.93E-08,0.033130779,143.0966448,0.001097648,295
MRS.1220,-0.052845596,0.368236542,0.748603412,-0.064191392,0.274250682,0.641088591,-9.61E-05,1.041256882,0.002792657,-0.064191392,155.904039,0.004120535,292
MTPG,0.068965598,0.242514016,0.622802514,0.010298592,0.861612468,0.96939771,0.000148192,1.133001847,0.004756254,0.010298592,143.5067042,0.000106061,289
mubritinib,-0.050514018,0.435996431,0.788522863,-0.067601868,0.296943864,0.664324391,-6.48E-05,0.67458732,0.002551666,-0.067601868,128.6460251,0.004570013,240
mycophenolate.mofetil,-0.005229137,0.937827493,0.984590721,0.027526338,0.681312212,0.917608855,-8.36E-06,0.942293462,2.73E-05,0.027526338,109.8895238,0.000757699,225
mycophenolic.acid,-0.164476448,0.013927625,0.158920344,-0.073153471,0.276712962,0.641088591,-0.000204149,0.837855518,0.027052502,-0.073153471,120.1931887,0.00535143,223
nadide,-0.072336349,0.245116975,0.62487567,-0.041136931,0.508999348,0.840400291,-0.000230103,1.152313047,0.005232547,-0.041136931,135.8683695,0.001692247,260
nadifloxacin,0.090323046,0.175062685,0.551844886,0.099067647,0.136743671,0.492450274,0.0002433,1.188533665,0.008158253,0.099067647,102.7062883,0.009814399,227
nafcillin,0.058120198,0.353417747,0.737572299,0.053167558,0.396000166,0.765565073,0.000153924,1.219691878,0.003377957,0.053167558,122.141385,0.002826789,257
naftidrofuryl,-0.019934476,0.77397274,0.950779951,-0.045425714,0.512667305,0.841909972,-5.06E-05,1.356952405,0.000397383,-0.045425714,110.2924129,0.002063496,210
naftifine,-0.034501731,0.550995107,0.839832542,-0.010403291,0.857353357,0.969222241,-7.80E-05,1.07723571,0.001190369,-0.010403291,152.570897,0.000108228,301
naloxone,0.015945115,0.821799883,0.962584767,-0.019218884,0.78602064,0.946099656,5.95E-05,0.860851378,0.000254247,-0.019218884,103.4507167,0.000369365,202
naltrexone,-0.056539541,0.362018341,0.743549728,-0.025767237,0.678029281,0.917608855,-0.000112134,1.245259321,0.00319672,-0.025767237,134.8883917,0.000663951,262
NAN.190,0.090431697,0.136851452,0.498616615,0.107689684,0.076221415,0.388621863,0.000214961,1.282637826,0.008177892,0.107689684,121.8003582,0.011597068,272
nanchangmycin,0.18593701,0.000985594,0.026927162,0.202795752,0.000318937,0.00942491,0.000266483,0.678536662,0.034572572,0.202795752,124.3638627,0.041126117,311
napabucasin,-0.048894208,0.398757745,0.763758221,0.011442946,0.843532764,0.966551988,-7.35E-05,0.726802137,0.002390644,0.011442794,148.7778595,0.000130941,300
naproxen,0.130341581,0.067912807,0.356296177,0.115030969,0.107483106,0.430380035,0.000257369,1.1102047,0.016988928,0.115030969,87.61193411,0.013232124,197
narasin,0.189182489,0.000847423,0.025042221,0.204110617,0.000311442,0.009395167,0.000299771,0.811600597,0.035790014,0.204110617,122.9649097,0.041661144,308
narlaprevir,0.072590724,0.477500012,0.817861407,0.11201219,0.272162289,0.641088591,0.000264949,1.332442992,0.005269413,0.11201219,43.95539659,0.012546731,98
navarixin,0.013871869,0.814037608,0.960657259,0.000333351,0.995490185,0.999209036,2.69E-05,0.934202857,0.000192429,0.000333351,145.4514974,1.11E-07,290
navitoclax,0.092808866,0.126788074,0.48440404,0.066229937,0.276393311,0.641088591,0.000212252,0.81236981,0.008613486,0.065444486,127.5668277,0.004386404,272
nefiracetam,0.099995796,0.093746128,0.414073662,0.063501232,0.287916457,0.654478854,0.000273448,1.186702087,0.009999159,0.063501232,132.5145756,0.004032407,282
nelarabine,0.11432347,0.059233535,0.329885227,0.130058649,0.03169837,0.249452388,0.000266881,1.446042121,0.013069856,0.130058649,119.1819651,0.016915252,273
nemonapride,0.033234826,0.595152012,0.860020131,0.015946075,0.798796954,0.950417411,9.11E-05,1.283149615,0.001104554,0.015946075,127.4349833,0.000254277,258
nemorubicin,0.143654028,0.011201997,0.140392703,0.177851803,0.00163851,0.032061652,0.000159585,0.383315465,0.02063648,0.177851803,128.2551188,0.031631264,311
neratinib,-0.446714414,3.86E-15,1.12E-12,-0.422518299,1.50E-13,5.42E-11,-0.000629984,0.884194018,0.199553768,-0.421240249,199.684255,0.178521713,280
nexturastat.a,0.001780938,0.976374897,0.992729575,-0.002235631,0.970345637,0.992501877,5.69E-06,1.180534335,3.17E-06,-0.002235631,140.3129883,5.00E-06,279
NH125,0.044997897,0.427596743,0.782805779,0.038980453,0.49199664,0.830909651,4.34E-05,0.847097848,0.002024811,0.038980453,150.8800688,0.001519476,313
niacin,0.107360227,0.106683413,0.442673588,0.11356898,0.087790353,0.403556925,0.000295745,1.14027876,0.011526218,0.11356898,101.0531363,0.012897913,227
niclosamide,0.001633506,0.977185158,0.992729575,0.03077837,0.589908009,0.892477208,2.76E-06,0.919825304,2.67E-06,0.030778367,150.2293532,0.000947308,309
nicorandil,0.074732301,0.21088165,0.587454401,0.077179598,0.196274939,0.563252068,0.000175154,1.172686711,0.005584917,0.077179598,130.5790868,0.00595669,282
nicotine,0.010246823,0.866901346,0.976106648,0.03570084,0.55916027,0.876101333,2.41E-05,1.205521348,0.000104997,0.03570084,130.6625361,0.00127455,270
nilotinib,0.064979768,0.265106743,0.654143061,0.139029322,0.016690066,0.170191659,0.000148446,1.011845121,0.00422237,0.139029322,127.8541457,0.019329152,296
nilutamide,0.050292263,0.413103244,0.773833762,0.047185715,0.442587419,0.79709774,8.56E-05,1.200996773,0.002529312,0.047185715,127.6771141,0.002226492,267
nimorazole,0.03297676,0.586087207,0.85636153,0.054436975,0.368498121,0.739037783,5.83E-05,0.987525843,0.001087467,0.054436975,130.4876974,0.002963384,275
nintedanib,0.159854328,0.005440468,0.091602301,0.166988625,0.003666456,0.055302375,0.000474368,1.170073402,0.025553406,0.166988625,125.7847176,0.027885201,301
niraparib,-0.037950823,0.514717722,0.829417325,-0.050655647,0.384376427,0.755192764,-4.31E-05,0.91766529,0.001440265,-0.049619174,156.3932569,0.002565995,297
niridazole,0.008181517,0.892369187,0.976116207,0.029392275,0.626832411,0.908126212,1.90E-05,1.361875857,6.69E-05,0.029392275,134.42917,0.000863906,276
nisoxetine,-0.002509251,0.966959676,0.99124103,0.022639855,0.708570003,0.921444562,-5.66E-06,1.227949298,6.30E-06,0.022639855,134.8757001,0.000512563,275
nithiamide,0.081777536,0.179513468,0.555531118,0.041016087,0.501346939,0.836927622,0.000147404,1.137746789,0.006687565,0.041016087,130.4218122,0.001682319,271
nitisinone,0.01468859,0.811884651,0.960464848,-0.000858923,0.988896876,0.998320883,2.75E-05,1.150752975,0.000215755,-0.000858923,133.1142367,7.38E-07,265
nitrocaramiphen,0.066635808,0.320789047,0.713521567,0.038950459,0.561971449,0.876869244,0.000164981,1.164292355,0.004440331,0.038950459,108.1180734,0.001517138,224
nizatidine,0.082161287,0.182393467,0.557905532,0.066674835,0.279492266,0.644434396,0.00015375,1.178597117,0.006750477,0.066674835,124.132247,0.004445534,265
nizofenone,-0.055253595,0.357846588,0.737572299,-0.049132491,0.413652011,0.777880664,-0.000115559,1.198252861,0.00305296,-0.049132491,146.8785488,0.002414002,279
NMS.1286937,-0.1034039,0.108590091,0.44925272,-0.107763159,0.094406907,0.411750604,-8.02E-05,0.585719429,0.010692367,-0.107763159,134.5932238,0.011612898,242
NMS.873,-0.025981939,0.652911301,0.881917504,0.019949457,0.729882923,0.93062009,-2.68E-05,0.670015422,0.000675061,0.019949457,148.4776573,0.000397981,302
NMS.E973,0.107248346,0.061814304,0.333981763,0.088074817,0.125450947,0.468177761,0.000134789,0.689586254,0.011502208,0.088074817,139.0685904,0.007757173,304
nobiletin,-0.002800304,0.96147692,0.990198137,-0.035406616,0.54127109,0.862222815,-9.51E-06,1.13259896,7.84E-06,-0.035406616,155.8286957,0.001253628,300
nocodazole,-0.113313437,0.047288611,0.29567485,-0.097688765,0.087496839,0.40348861,-0.000109662,0.675757598,0.012839935,-0.097688765,169.0440697,0.009543095,307
nomegestrol.acetate,0.064077277,0.333304139,0.717311815,0.056330645,0.395148663,0.764940192,0.000158352,1.248143656,0.004105897,0.056330645,108.9938105,0.003173142,230
nonoxynol.9,0.071236393,0.212509468,0.587760371,0.078678603,0.168411655,0.537143113,0.000175365,0.955241008,0.005074624,0.078678603,142.3441558,0.006190323,308
norepinephrine,0.032341764,0.572407403,0.851845754,0.072337671,0.206249956,0.569942626,5.14E-05,0.926372015,0.00104599,0.072337671,142.8599987,0.005232739,307
norethindrone,0.173602145,0.004151186,0.081228619,0.178460314,0.003198902,0.052045062,0.000292813,1.107095552,0.030137705,0.178460314,111.7293973,0.031848084,271
norethindrone.acetate,0.123073761,0.047857384,0.297414131,0.073191924,0.240479167,0.614422719,0.000344182,1.29483265,0.015147151,0.073191924,120.4850498,0.005357058,259
noretynodrel,-0.042178424,0.487673949,0.823981188,-0.013173012,0.828469744,0.959037289,-7.53E-05,0.937518673,0.001779019,-0.013173012,138.8047027,0.000173528,273
norfloxacin,0.067492962,0.244626235,0.624724493,0.057523519,0.321524785,0.702120203,0.000142064,0.998080437,0.0045553,0.057523512,141.3714731,0.003308955,299
norgestrel,0.016772785,0.784608704,0.953105598,-0.033659238,0.583276317,0.891852278,4.37E-05,1.19831115,0.000281326,-0.033659238,139.0271675,0.001132944,268
novobiocin,0.062143187,0.284128638,0.67624813,-0.018727301,0.747076058,0.935015576,0.000140225,0.980559929,0.003861776,-0.018727301,152.8090952,0.000350712,299
NSC.23766,0.015346423,0.803627393,0.959281667,-0.002965604,0.961677644,0.991337739,2.59E-05,1.019112079,0.000235513,-0.002965604,133.3944254,8.79E-06,265
NSC.319726,0.117118793,0.042308424,0.282316116,0.152576621,0.008010329,0.097756847,0.000202521,0.453312747,0.013716812,0.152576621,127.9609302,0.023279625,301
NSC.3852,0.052445238,0.373538107,0.751409415,0.193529793,0.000923557,0.020844215,0.000127274,0.902046267,0.002750503,0.193529793,117.3414151,0.037453781,290
NSC.632839,0.028840127,0.615873356,0.871734721,0.001708285,0.976297186,0.99501873,5.33E-05,0.934331954,0.000831753,0.001708285,152.7386324,2.92E-06,305
NSC.663284,0.029710245,0.605260378,0.865173367,0.042559086,0.458968662,0.81009404,2.86E-05,0.850634194,0.000882699,0.042559086,146.4884599,0.001811276,305
NSC.697923,0.004861752,0.932390354,0.984590721,0.042875723,0.454144706,0.808031641,3.72E-06,0.804484015,2.36E-05,0.042875723,147.3971387,0.001838328,307
NU6027,0.075170589,0.198710031,0.576617484,0.082380885,0.158859908,0.525362803,0.000165097,1.056801138,0.005650617,0.082380885,135.3488194,0.00678661,294
nutlin.3,0.228350547,9.22E-05,0.004173467,0.240622576,3.68E-05,0.00166645,0.000716644,1.187731401,0.052143973,0.240622576,109.7300377,0.057899224,288
NVP.AEW541,0.005847004,0.924526761,0.984590721,0.05019603,0.415769545,0.778828332,1.00E-05,0.920358541,3.42E-05,0.05019603,126.323928,0.002519641,265
NVP.AUY922,-0.079845962,0.16992966,0.548905466,-0.042433433,0.46628984,0.815626799,-0.000173943,0.676971621,0.006375378,-0.04239566,155.3169533,0.001800596,297
NVP.BEZ235,0.007602471,0.899763604,0.978121395,0.023092761,0.701976931,0.921444562,1.93E-05,0.708384866,5.78E-05,0.023016275,135.8007377,0.000533276,277
NVP.BHG712,-0.066241794,0.262499603,0.653091795,-0.050799445,0.390395343,0.760824302,-0.000149613,1.02378535,0.004387975,-0.050799445,151.8405197,0.002580584,288
NVP.BVU972,0.028229172,0.629760786,0.876438352,-0.036171808,0.536722109,0.860869266,8.23E-05,1.247072666,0.000796886,-0.036171808,152.8353416,0.0013084,294
NVP.TAE226,-0.119983887,0.037479424,0.26217491,-0.082685529,0.152423616,0.514815631,-0.000135602,0.67615724,0.014396133,-0.082685529,163.485515,0.006836897,301
NVP.TAE684,-0.078998518,0.176732565,0.553179957,-0.039195432,0.503204671,0.837037531,-0.000115743,0.779596878,0.006240766,-0.039195432,153.2813262,0.001536282,294
obatoclax,-0.123593927,0.032648085,0.254163583,-0.075363826,0.193754318,0.563252068,-0.00020511,0.805896394,0.015275459,-0.075197863,161.2796795,0.005679706,299
obidoxime,-0.012528579,0.835260122,0.965248728,0.007647777,0.898986905,0.979035397,-2.41E-05,1.123532905,0.000156965,0.007647777,138.4331351,5.85E-05,278
octenidine,0.027665913,0.706264186,0.909849235,0.039457692,0.590840935,0.892477208,3.67E-05,0.838324398,0.000765403,0.039457692,90.77124815,0.001556909,188
octopamine,0.03710081,0.53788196,0.837476429,0.073837285,0.219731504,0.587337844,9.84E-05,1.401691858,0.00137647,0.073837285,129.1996987,0.005451945,278
odanacatib,-0.059414503,0.322743299,0.713631432,-0.066033148,0.271672417,0.641088591,-4.62E-05,0.925762194,0.003530083,-0.065751086,149.205152,0.004360377,279
olaparib,-0.038229322,0.517425795,0.829417325,-0.054835667,0.352958877,0.726953448,-4.33E-05,0.904339699,0.001461481,-0.054550968,152.9098904,0.00300695,289
OLDA,0.151749073,0.015495436,0.167734196,0.206414183,0.000935686,0.020844215,0.000404109,1.169415057,0.023027781,0.206414183,101.1821917,0.042606815,254
oleanolic.acid,-0.004853941,0.936723361,0.984590721,0.028564635,0.640297711,0.910950829,-7.94E-06,1.064268165,2.36E-05,0.028564635,131.6294919,0.000815938,270
oleoylethanolamide,0.070541855,0.256130854,0.642768591,0.087931372,0.156628761,0.52378394,0.000143774,1.06813281,0.004976153,0.087931372,119.4809903,0.007731926,261
oligomycin.a,0.034233859,0.596145289,0.860020131,-0.009427017,0.88400514,0.974052596,7.34E-05,0.464299186,0.001171957,-0.009427017,122.6453825,8.89E-05,242
oltipraz,-0.120664004,0.044802401,0.289866967,-0.09705676,0.106994735,0.430380035,-8.87E-05,0.943684026,0.014559802,-0.095593624,152.2875137,0.009420015,277
omeprazole,0.006174593,0.924348716,0.984590721,-0.006940684,0.914995955,0.984392518,9.80E-06,0.992355529,3.81E-05,-0.006940684,120.8328821,4.82E-05,239
ONC201,0.132230107,0.026661293,0.228971378,0.156738427,0.00848863,0.09910321,0.000126527,0.926809878,0.017484801,0.154850242,119.1661159,0.024566935,281
