"","pert_iname","norm_cs","moa"
"1833","icosapent",0.119414285714286,"Platelet aggregation inhibitor"
"1834","idalopirdine",0.105511111111111,"Serotonin receptor antagonist"
"1835","idarubicin",-0.08376875,"Topoisomerase inhibitor"
"1836","idazoxan",0,"Adrenergic receptor antagonist"
"1837","idebenone",0.0197333333333333,"Calcium channel blocker"
"1838","idelalisib",0.165132142857143,"PI3K inhibitor"
"1839","idoxuridin",0.0876222222222222,"DNA synthesis inhibitor"
"1840","idoxuridine",1.1725,"DNA inhibitor"
"1841","ifenprodil",-0.2639375,"Adrenergic receptor antagonist|Glutamate receptor antagonist"
"1842","ifosfamide",0,"DNA alkylating agent"
"1843","iguratimod",0.23695,"Cyclooxygenase inhibitor|NFKB inhibitor"
"1844","III606050",0.80195,"Cytochrome P450 inhibitor"
"1845","IKK-16",0.27274375,"IKK inhibitor"
"1846","ilomastat",0.2008,"Matrix metalloprotease inhibitor"
"1847","iloperidone",-0.060075,"Dopamine receptor antagonist|Serotonin receptor antagonist"
"1848","iloprost",-0.300325,"Platelet aggregation inhibitor|Prostanoid receptor agonist"
"1849","IM-12",0,"GSK inhibitor"
"1850","imatinib",-0.29242962962963,"PDGFR inhibitor|Bcr-Abl inhibitor|KIT inhibitor"
"1851","imexon",0.130266666666667,"Apoptosis stimulant|Ribonucleoside reductase inhibitor"
"1852","imidapril",0.48085,"ACE inhibitor"
"1853","imidazolidinyl-urea",0,"Antibiotic"
"1854","imiloxan",-0.00144999999999999,"Adrenergic receptor antagonist"
"1855","imipramine",0.333114285714286,"Norepinephrine inhibitor|Serotonin reuptake inhibitor"
"1856","imiquimod",-0.0521692307692308,"Interferon inducer|TLR agonist"
"1857","immepip",-0.379925,"Histamine receptor agonist"
"1858","immethridine",-0.911,"Histamine receptor agonist"
"1859","imperatorin",0.2728,"CDK inhibitor"
"1860","importazole",0.0225090909090909,"Importin inhibitor"
"1861","INCA-6",0.0230571428571428,"Calcineurin inhibitor"
"1862","indacaterol",-1.0676,"Adrenergic receptor agonist"
"1863","indapamide",-0.103081818181818,"Thiazide diuretic"
"1864","indatraline",0.335583333333333,"Norepinephrine inhibitor"
"1865","indibulin",-0.431477777777778,"Tubulin inhibitor"
"1866","indinavir",-0.0830333333333333,"HIV inhibitor"
"1867","indiplon",-0.47748,"Benzodiazepine receptor agonist|GABA receptor agonist"
"1868","indirubin",-0.11943,"CDK inhibitor|GSK inhibitor"
"1869","indobufen",-0.067225,"Cyclooxygenase inhibitor|Platelet aggregation inhibitor"
"1870","indolophenanthridine",0.6349,"Dopamine receptor agonist"
"1871","indometacin",-0.399116666666667,"Cyclooxygenase inhibitor"
"1872","indoprofen",0.07345,"Cyclooxygenase inhibitor|Prostanoid receptor antagonist"
"1873","indoramin",0.1795,"Adrenergic receptor antagonist"
"1874","indoximod",-0.280371428571429,"Indoleamine 2,3-dioxygenase inhibitor"
"1875","ingenol-mebutate",-1.896525,"PKC activator"
"1876","inhibitor-BEC",-0.100386666666667,"Arginase inhibitor"
"1877","iniparib",0.116113333333333,"PARP inhibitor"
"1878","inosine",0.1994,"Neurotrophic agent"
"1879","inositol",0.862371428571429,"Insulin sensitizer"
"1880","iobenguane",0.4032875,"Carcinogen"
"1881","iocetamic-acid",-0.6392,"Radiopaque medium"
"1882","iodoacetic-acid",-0.16854,"Cysteine peptidase inhibitor"
"1883","iodophenpropit",0.3731,"Histamine receptor antagonist"
"1884","ionomycin",-1.4405,"Calcium channel blocker"
"1885","iopamidol",0,"Radiopaque medium"
"1886","iopanoic-acid",0.507883333333333,"Thyroid hormone inhibitor"
"1887","iopromide",-0.7417,"Radiopaque medium"
"1888","IOWH-032",0.027225,"CFTR channel antagonist"
"1889","IOX-1",0.07205,"Histone lysine demethylase inhibitor"
"1890","IOX2",-0.11975,"HIF Inhibitor"
"1891","ioxaglic-acid",0.0542444444444444,"Radiopaque medium"
"1892","IPI-145",0.173190909090909,"PI3K inhibitor"
"1893","ipidacrine",0,"Acetylcholinesterase inhibitor"
"1894","ipriflavone",0.3753375,"Bone resorption inhibitor"
"1895","iproniazid",-0.37485,"Monoamine oxidase inhibitor"
"1896","ipsapirone",-0.2017,"Serotonin receptor agonist"
"1897","irbesartan",0.4008,"Angiotensin receptor antagonist"
"1898","irilin-a",-0.148757142857143,"Isoflavone"
"1899","irinotecan",-0.12162,"Topoisomerase inhibitor"
"1900","irsogladine",0.025575,"Phosphodiesterase inhibitor"
"1901","isamoltane",0.412725,"Adrenergic receptor antagonist"
"1902","isbufylline",0.28475,"Phosphodiesterase inhibitor"
"1903","ischemin",-0.111492857142857,"CBP bromodomain inhibitor"
"1904","iso-olomoucine",0.244871428571429,"CDK inhibitor"
"1905","isocarboxazid",-0.125875,"Monoamine oxidase inhibitor"
"1906","isoconazole",-0.663371428571429,"Fungal lanosterol demethylase inhibitor"
"1907","isoeugenol",0.632375,"Nitric oxide production inhibitor"
"1908","isofloxythepin",-0.108366666666667,"Dopamine receptor antagonist"
"1909","isoflupredone",0.50035,"Glucocorticoid receptor agonist"
"1910","isoflupredone-acetate",0.1637,"Glucocorticoid receptor agonist"
"1911","isogedunin",-0.117914285714286,"HSP inhibitor"
"1912","isometheptene",0,"Vasoconstrictor"
"1913","isoniazid",0.330666666666667,"Bacterial cell wall synthesis inhibitor|Cyclooxygenase inhibitor"
"1914","isoquercetin",0.318075,"Aldose reductase inhibitor"
"1915","isoreserpine",0.00505,"Vesicular monoamine transporter inhibitor"
"1916","isorotenone",0.277144444444444,"Mitochondrial inhibitor|NADH-ubiquinone oxidoreductase (Complex I) inhibitor"
"1917","isotretinoin",0.547066666666667,"Retinoid receptor agonist"
"1918","ISOX",0.925933333333333,"HDAC inhibitor"
"1919","isoxicam",-0.277075,"Cyclooxygenase inhibitor"
"1920","isoxsuprine",0.510071428571429,"Adrenergic receptor agonist"
"1921","ispinesib",0.379983333333333,"Kinesin inhibitor"
"1922","isradipine",-0.4308,"Calcium channel blocker"
"1923","istaroxime",0.16457,"ATPase inhibitor"
"1924","istradefylline",0.56885,"Adenosine receptor antagonist"
"1925","ITE",-0.11085,"Aryl hydrocarbon receptor agonist"
"1926","itopride",-0.101957142857143,"Dopamine receptor antagonist"
"1927","itraconazole",0.282175,"Cytochrome P450 inhibitor"
"1928","ITSA-1",0,"HDAC activator"
"1929","IU1",0.4858,"Ubiquitin C-terminal hydrolase inhibitor"
"1930","ivabradine",-0.27645,"HCN channel antagonist|Potassium channel blocker|Sodium channel inhibitor"
"1931","ivacaftor",0.0180416666666667,"CFTR channel antagonist"
"1932","ivachtin",0.2653,"Caspase inhibitor"
"1933","ivermectin",0.237044444444444,"GABA receptor agonist"
"1934","IWP-2",0.899,"WNT inhibitor"
"1935","IWP-L6",0,"Porcupine inhibitor"
"1936","ixabepilone",-1.31235,"Tubulin inhibitor"
"1937","ixazomib",0.195375,"Proteasome inhibitor"
"1938","J-104129",0.437733333333333,"Acetylcholine receptor antagonist"
"1939","JDTic",0.5823,"Opioid receptor antagonist"
"1940","JIB04",0,"Histone lysine demethylase inhibitor"
"1941","JLK-6",0.0110428571428571,"Gamma secretase inhibitor|Beta amyloid inhibitor"
"1942","JNJ-10191584",0.214666666666667,"Histamine receptor antagonist"
"1943","JNJ-1661010",0,"FAAH inhibitor"
"1944","JNJ-17203212",0,"TRPV antagonist"
"1945","JNJ-26481585",0.71238,"HDAC inhibitor"
"1946","JNJ-38877605",0.303436363636364,"MET inhibitor"
"1947","JNJ-7706621",0.153966666666667,"CDK inhibitor"
"1948","JNK-9L",-0.0950142857142857,"JNK inhibitor"
"1949","josamycin",-0.581875,"Bacterial 50S ribosomal subunit inhibitor"
"1950","JQ-1-R",0.191988888888889,"Bromodomain inhibitor"
"1951","JTC-801",-0.560333333333333,"Opioid receptor antagonist"
"1952","JTE-013",-0.051875,"Lysophospholipid receptor antagonist"
"1953","JTE-907",0.17837,"Cannabinoid receptor antagonist"
"1954","JW-55",0.251686666666667,"Tankyrase inhibitor"
"1955","JW-7-24-1",0.22568,"LCK Inhibitor"
"1956","JW-74",-0.27835,"WNT inhibitor|Tankyrase inhibitor"
"1957","JWE-035",0.62655625,"Aurora kinase inhibitor"
"1958","JWH-015",-0.3352,"Cannabinoid receptor agonist"
"1959","JX-401",-0.122244444444444,"P38 MAPK inhibitor"
"1960","JZL-184",0.341971428571429,"Monoacylglycerol lipase inhibitor"
"1961","K-02288",0.82635,"Bone resorption inhibitor"
"1962","K-858",-0.18,"Kinesin inhibitor"
"1963","kaempferol",-0.8489,"Bone resorption inhibitor|Estrogen receptor agonist"
"1964","kakonein",-0.02552,"GABA receptor antagonist|Serotonin receptor antagonist"
"1965","kanamycin",0,"Bacterial 30S ribosomal subunit inhibitor"
"1966","karakoline",-0.04715,"Phytotoxin"
"1967","kavain",0.3042,"Calcium channel blocker|Sodium channel inhibitor"
"1968","kawain",0,"Calcium channel blocker|MTOR inhibitor|Sodium channel inhibitor"
"1969","KB-R7943",0.659144444444444,"Sodium channel inhibitor"
"1970","KBG",-0.26655,"Neprilysin inhibitor"
"1971","KD-023",0.11614,"ACAT inhibitor"
"1972","KD-025",-0.57355,"Rho associated kinase inhibitor"
"1973","kenpaullone",-0.319533333333333,"CDK inhibitor|GSK inhibitor"
"1974","ketanserin",-0.262518181818182,"Serotonin receptor antagonist"
"1975","ketocholesterol",0,"HMGCR inhibitor"
"1976","ketoconazole",0.17955,"Sterol demethylase inhibitor"
"1977","ketoprofen",0.312444444444444,"Cyclooxygenase inhibitor"
"1978","ketorolac",0.1416625,"Cyclooxygenase inhibitor"
"1979","ketotifen",-0.197111111111111,"Histamine receptor agonist|Leukotriene receptor antagonist|Phosphodiesterase inhibitor"
"1980","KF-38789",-0.5448,"P selectin inhibitor"
"1981","khellin",0.79395,"Vasodilator"
"1982","KHS-101",0.365542857142857,"Neural stem cell inducer"
"1983","KI-16425",0.02674,"Lysophosphatidic acid receptor antagonist"
"1984","KI-8751",-0.375328571428571,"VEGFR inhibitor|KIT inhibitor|PDGFR inhibitor"
"1985","kifunensine",-0.343066666666667,"Mannosidase inhibitor"
"1986","KIN-001-220",0.0717571428571429,"Aurora kinase inhibitor"
"1987","KIN001-055",0.313594444444444,"EGFR inhibitor|JAK inhibitor|Leukotriene inhibitor|Mediator release inhibitor"
"1988","KIN001-127",0.194768421052632,"ITK inhibitor"
"1989","KIN001-242",0.00555263157894737,"Protein kinase inhibitor"
"1990","KIN001-244",0.0115473684210526,"PDK1 Inhibitor"
"1991","KIN001-266",0.0628857142857143,"MAP kinase inhibitor"
"1992","kinetin-riboside",-1.07196153846154,"Apoptosis stimulant"
"1993","kitasamycin",0.456114285714286,"Protein synthesis inhibitor"
"1994","KN-62",0.447445454545455,"Calcium channel blocker|Purinergic receptor antagonist"
"1995","KN-93",0.636763636363636,"Calcium channel blocker"
"1996","KO-143",0.351441666666667,"Breast cancer resistance protein inhibitor"
"1997","KPT-185",0.7321,"Exportin antagonist"
"1998","KPT-330",0.557725,"Exportin antagonist"
"1999","KU-0060648",1.17111,"DNA inhibitor|PI3K inhibitor"
"2000","KU-0063794",0.580858333333333,"MTOR inhibitor"
"2001","KU-14R",0.38494,"Imidazoline ligand"
"2002","KU-55933",0.132409523809524,"ATM kinase inhibitor"
"2003","KU-C103428N",-0.303028571428571,"CDC inhibitor|Rho associated kinase inhibitor"
"2004","KU-C103443N",-0.375766666666667,"CDC inhibitor|Rho associated kinase inhibitor"
"2005","KU-C103871",0.447483333333333,"GSP agonist"
"2006","KU-C103885",-0.15432,"Cystic fibrosis transmembrane conductance regulator inhibitor"
"2007","KW-2449",0.725253846153846,"Abl inhibitor|Aurora kinase inhibitor|FLT3 inhibitor"
"2008","KW-2478",1.23922857142857,"HSP inhibitor"
"2009","KX-2391",-0.501985714285714,"Src inhibitor|Tubulin inhibitor"
"2010","kynuramine",-0.283085714285714,"Aryl hydrocarbon receptor activator"
"2011","kynurenic-acid",-0.72375,"Glutamate receptor antagonist"
"2012","L-152804",-0.513028571428571,"Neuropeptide receptor antagonist"
"2013","L-161982",0.07445,"Prostanoid receptor antagonist"
"2014","L-168049",-0.300342857142857,"Glucagon receptor antagonist"
"2015","L-2167",-0.0835714285714286,"PPAR receptor agonist"
"2016","L-368899",0.2700875,"Oxytocin receptor antagonist"
"2017","L-655240",-0.01345,"Thromboxane receptor antagonist"
"2018","L-655708",0.03265,"GABA receptor antagonist"
"2019","L-670596",-0.237066666666667,"Prostanoid receptor antagonist"
"2020","L-689560",0.100742857142857,"Glutamate receptor antagonist"
"2021","L-690330",0.42741875,"Inositol monophosphatase inhibitor"
"2022","L-690488",0.0844384615384615,"Inositol monophosphatase inhibitor"
"2023","L-692585",0.0912875,"Growth hormone releasing peptide ligand agonist"
"2024","L-693403",-0.217855555555556,"Sigma receptor agonist|Sigma receptor antagonist"
"2025","L-694247",-0.0377125,"Serotonin receptor agonist"
"2026","L-701252",0.19906,"Glutamate receptor antagonist"
"2027","L-701324",-0.170957142857143,"Glutamate receptor antagonist"
"2028","L-733060",0.464885714285714,"Tachykinin antagonist"
"2029","L-741626",0.78989,"Dopamine receptor antagonist"
"2030","L-741742",-0.0170142857142857,"Dopamine receptor antagonist"
"2031","L-744832",0.8416,"Farnesyltransferase inhibitor"
"2032","L-745870",0.0996333333333333,"Dopamine receptor antagonist"
"2033","L-750667",-0.147677777777778,"Dopamine receptor antagonist"
"2034","L-803087",0.1472,"Somatostatin receptor agonist"
"2035","l-bso",-0.5595,"Glutathione transferase inhibitor"
"2036","L-citrulline",-0.6175,"Nitric oxide stimulant"
"2037","L-ergothioneine",0.4269,"Free radical scavenger"
"2038","L-NAME",0.3854,"Nitric oxide synthase inhibitor"
"2039","L-stepholidine",0.309716666666667,"Dopamine receptor agonist|Dopamine receptor antagonist"
"2040","labetalol",0.154928571428571,"Adrenergic receptor antagonist"
"2041","lacidipine",-0.135666666666667,"Calcium channel blocker"
"2042","lacitol",0.21305,"Osmosis stimulant"
"2043","lacosamide",0.0121909090909091,"Collapsin response mediator protein stimulant|Sodium channel blocker"
"2044","lafutidine",0.231966666666667,"Histamine receptor antagonist"
"2045","lamivudine",0.0839,"Nucleoside reverse transcriptase inhibitor"
"2046","lamotrigine",-0.10189,"Serotonin receptor antagonist|Sodium channel inhibitor"
"2047","lanatoside-c",0,"Cardiac glycoside"
"2048","lansoprazole",-0.408228571428571,"Proton pump inhibitor"
"2049","lapatinib",0.6239,"EGFR inhibitor|ERBB2 inhibitor"
"2050","larixinic-acid",0.487233333333333,"Compund that interacts with metal centers"
"2051","laropiprant",-0.48022,"Prostanoid receptor antagonist"
"2052","lasalocid",0.549994444444444,"Bacterial permeability inducer"
"2053","latamoxef",0,"Bacterial cell wall synthesis inhibitor"
"2054","latanoprost",-0.64768,"Prostanoid receptor agonist"
"2055","latrepirdine",0.03424,"Glutamate receptor antagonist"
"2056","laudanosine",-0.194333333333333,"Central nervous system agent"
"2057","lavendustin-a",0.4382,"EGFR inhibitor"
"2058","lavendustin-c",-0.05368,"EGFR inhibitor"
"2059","lawsone",0.0250777777777778,"Coloring agent"
"2060","LB-42708",0.7394,"Farnesyltransferase inhibitor"
"2061","LCL-161",-0.433957142857143,"XIAP inhibitor"
"2062","LCQ-908",0.5513,"Diacylglycerol O acyltransferase inhibitor"
"2063","LDN-193189",-0.661061538461538,"Serine/threonine kinase inhibitor"
"2064","LDN-212854",0,"Bone resorption inhibitor"
"2065","LDN-57444",0.34984,"Ubiquitin C-terminal hydrolase inhibitor"
"2066","LE-135",-0.314857142857143,"Retinoid receptor agonist"
"2067","LE-300",-0.187085714285714,"Dopamine receptor antagonist"
"2068","ledipasvir",-0.100075,"HCV inhibitor"
"2069","leflunomide",-0.101522222222222,"Dihydroorotate dehydrogenase inhibitor|PDGFR inhibitor"
"2070","lenalidomide",-0.0356947368421053,"Carcinogen"
"2071","lenvatinib",-0.2192,"FGFR inhibitor|KIT inhibitor|PDGFR inhibitor|VEGFR inhibitor"
"2072","lerisetron",-0.08119,"Serotonin receptor antagonist"
"2073","lersivirine",0.0693,"Non-nucleoside reverse transcriptase inhibitor"
"2074","lesinurad",0.78355,"Uric acid diuretic"
"2075","lestaurtinib",-0.01864,"FLT3 inhibitor|Growth factor receptor inhibitor|JAK inhibitor"
"2076","letermovir",0.0461333333333333,"CMV terminase inhibitor"
"2077","letrozole",0.14,"Aromatase inhibitor"
"2078","leu-enkephalin",0.124128571428571,"Opioid receptor agonist"
"2079","leucodin",0.0146,"Melanin inhibitor"
"2080","levalbuterol",-0.1858,"Adrenergic receptor agonist"
"2081","levallorphan",-0.36475,"Opioid antagonist"
"2082","levamisole",-0.12263,"Acetylcholine receptor agonist"
"2083","levcromakalim",-0.00960769230769232,"Potassium channel activator"
"2084","levetiracetam",-0.362177777777778,"Calcium channel blocker"
"2085","levobunolol",-0.284333333333333,"Adrenergic receptor antagonist"
"2086","levocabastine",0.146085714285714,"Histamine receptor antagonist"
"2087","levocetirizine",-0.3155,"Histamine receptor antagonist"
"2088","levodopa",-0.46255,"Dopamine receptor agonist"
"2089","levofloxacin",-0.235225,"Bacterial DNA Gyrase inhibitor"
"2090","levomepromazine",-0.0165375,"Dopamine receptor antagonist"
"2091","levomequitazine",0.64844,"Histamine receptor antagonist"
"2092","levonorgestrel",-0.31166,"Estrogen receptor agonist|Glucocorticoid receptor antagonist|Progesterone receptor agonist|Progesterone receptor antagonist"
"2093","levosimendan",-0.28505,"Calcium channel blocker"
"2094","levosulpiride",-0.589,"Dopamine receptor antagonist"
"2095","levothyroxine",-0.455355555555556,"Thyroid hormone stimulant"
"2096","LFM-A12",-0.173733333333333,"EGFR inhibitor"
"2097","LFM-A13",0.02885,"BTK inhibitor"
"2098","LGK-974",0,"Porcupine inhibitor"
"2099","LGX-818",0.4949,"RAF inhibitor"
"2100","licarbazepine",0.294042857142857,"Voltage-gated sodium channel blocker"
"2101","lidamidine",-0.229144444444444,"Adrenergic receptor agonist"
"2102","lidocaine",0.0239461538461539,"Histamine receptor agonist"
"2103","lidoflazine",0.215685714285714,"Calcium channel blocker"
"2104","limonin",-0.0886888888888889,"HIV inhibitor"
"2105","linagliptin",0.218085714285714,"Dipeptidyl peptidase inhibitor"
"2106","lincomycin",0.02675,"Bacterial 30S ribosomal subunit inhibitor"
"2107","linezolid",-0.2666,"Bacterial 50S ribosomal subunit inhibitor"
"2108","linifanib",0.0897217391304348,"PDGFR inhibitor|VEGFR inhibitor"
"2109","linoleamide",-0.157914285714286,"ACAT inhibitor"
"2110","linoleic-acid",-0.0105142857142857,"Oxidizing agent"
"2111","linopirdine",-0.296066666666667,"Potassium channel antagonist"
"2112","linsidomine",-0.0103555555555556,"Nitric oxide donor"
"2113","linsitinib",0.1343625,"IGF-1 inhibitor"
"2114","liothyronine",0.0919142857142857,"Thyroid hormone stimulant"
"2115","liranaftate",0.2826,"Fungal squalene epoxidase inhibitor"
"2116","lirimilast",-0.3083,"Phosphodiesterase inhibitor"
"2117","lisinopril",-0.2263,"ACE inhibitor"
"2118","lisofylline",0.0606666666666666,"Interleukin inhibitor|STAT inhibitor"
"2119","lithium-chloride",0,"Antiviral"
"2120","LM-1685",-0.167242857142857,"Cyclooxygenase inhibitor"
"2121","lobaric-acid",0.155633333333333,"Tyrosine phosphatase inhibitor"
"2122","lobelanidine",-0.22591,"Acetylcholine receptor antagonist|Dopamine receptor modulator|Opioid receptor antagonist|Vesicular monoamine transporter inhibitor"
"2123","lobeline",-0.3821,"Acetylcholine receptor antagonist"
"2124","lobendazole",0.61634,"Anthelmintic"
"2125","lobenzarit",-0.2362875,"Immunosuppressant"
"2126","lodoxamide",0.236575,"Histamine receptor antagonist"
"2127","lofepramine",0.48115,"Norepinephrine inhibitor|Serotonin reuptake inhibitor"
"2128","lofexidine",-0.338733333333333,"Adrenergic receptor agonist"
"2129","lomefloxacin",0.5252,"Bacterial DNA Gyrase inhibitor"
"2130","lomeguatrib",0.1156,"O6-alkylguanine-DNA alkyltransferase inhibitor"
"2131","lomerizine",0.214766666666667,"Calcium channel blocker"
"2132","lomitapide",0.127166666666667,"Microsomal trigylceride transfer protein inhibitor"
"2133","lomustine",0.374642857142857,"DNA inhibitor"
"2134","lonafarnib",0.12788,"Farnesyltransferase inhibitor"
"2135","lonidamine",-0.174292307692308,"Glucokinase inhibitor"
"2136","loperamide",0.291589473684211,"Opioid receptor agonist"
"2137","lopinavir",0.15956,"HIV inhibitor"
"2138","loratadine",0.112125,"Histamine receptor antagonist"
"2139","lorazepam",-0.188333333333333,"Benzodiazepine receptor agonist"
"2140","lorcaserin",-0.00164,"Serotonin receptor agonist"
"2141","lorglumide",0.0094875,"CCK receptor antagonist"
"2142","losartan",-0.0571117647058823,"Angiotensin receptor antagonist"
"2143","losmapimod",0.309428571428571,"P38 MAPK inhibitor"
"2144","loteprednol",0.0464,"Glucocorticoid receptor agonist|Phospholipase inhibitor"
"2145","lovastatin",0.64898,"HMGCR inhibitor"
"2146","loxapine",0.4071,"Dopamine receptor antagonist|Serotonin receptor antagonist"
"2147","loxoprofen",-0.0334571428571429,"Cyclooxygenase inhibitor|Prostanoid receptor antagonist"
"2148","lucitanib",0.41046,"FGFR inhibitor|VEGFR inhibitor"
"2149","lufenuron",0,"Chitin inhibitor"
"2150","luliconazole",-0.131333333333333,"Sterol demethylase inhibitor"
"2151","lumicolchicine",-0.0580142857142857,"Colchicine isomer, non-binder of microtubules"
"2152","lupanine",-0.164971428571429,"Sodium channel inhibitor"
"2153","lurasidone",-0.174663636363636,"Dopamine receptor antagonist|Serotonin receptor antagonist"
"2154","luteolin",-0.631133333333333,"Glucosidase inhibitor"
"2155","luzindole",-0.287766666666667,"Melatonin receptor antagonist"
"2156","LX-1031",-0.730625,"Tryptophan hydroxylase inhibitor"
"2157","LXR-623",0.42976,"LXR agonist"
"2158","LY-16350",0.14305,"Dopamine receptor agonist"
"2159","LY-165163",0.840928571428571,"Serotonin receptor antagonist"
"2160","LY-2090314",0.14442,"GSK inhibitor"
"2161","LY-2109761",1.44675,"TGF-beta receptor inhibitor"
"2162","LY-2140023",0.241814285714286,"Glutamate receptor agonist"
"2163","LY-215490",-0.5185625,"Glutamate receptor antagonist"
"2164","LY-2157299",-0.370675,"TGF-beta receptor inhibitor"
"2165","LY-2183240",-0.450682352941176,"FAAH inhibitor"
"2166","LY-2228820",0.7117625,"P38 MAPK inhibitor"
"2167","LY-225910",-0.13506,"CCK receptor antagonist"
"2168","LY-2334737",-0.313933333333333,"Carcinogen|Ribonucleoside reductase inhibitor"
"2169","LY-2365109",1.2767,"Glycine transporter inhibitor"
"2170","LY-255283",-0.594742857142857,"Leukotriene receptor antagonist"
"2171","LY-2603618",-0.421846153846154,"CHK inhibitor"
"2172","LY-2784544",0,"JAK inhibitor"
"2173","LY-278584",0.3979375,"Serotonin receptor antagonist"
"2174","LY-2801653",0.910333333333333,"MET inhibitor"
"2175","LY-2811376",0.1879,"Beta secretase inhibitor"
"2176","LY-2835219",0.334366666666667,"CDK inhibitor"
"2177","LY-2874455",0.6038,"FGFR inhibitor"
"2178","LY-288513",-0.0942,"CCK receptor antagonist"
"2179","LY-2886721",-0.56988,"Beta secretase inhibitor"
"2180","LY-294002",0.68761,"MTOR inhibitor|DNA dependent protein kinase inhibitor|Phosphodiesterase inhibitor|PLK inhibitor"
"2181","LY-303511",0.2562,"Casein kinase inhibitor|PI3K inhibitor"
"2182","LY-320135",0.113771428571429,"Cannabinoid receptor antagonist"
"2183","LY-341495",0.0205111111111111,"Glutamate receptor antagonist"
"2184","LY-344864",0.530385714285714,"Serotonin receptor agonist"
"2185","LY-364947",0.221325,"TGF-beta receptor inhibitor|P38 MAPK inhibitor"
"2186","LY-456236",0.51315,"Glutamate receptor antagonist"
"2187","LY-83583",-0.35295,"Guanylyl cyclase inhibitor"
"2188","lylamine",0.157366666666667,"Cannabinoid receptor agonist"
"2189","lypressin",-0.35248,"Vasopressin receptor agonist"
"2190","lysergol",0.4536,"Ergoline alkaloid"
"2191","lysylphenylalanyl-tyrosine",0.2733,"Heparin activation inhibitor"
"2192","M-344",1.0965,"HDAC inhibitor"
"2193","m-3M3FBS",-0.56274,"Phospholipase activator"
"2194","m-chlorophenylbiguanide",-0.304375,"Serotonin receptor agonist"
"2195","maackiain",-0.184077777777778,"Sodium channel inhibitor"
"2196","macelignan",0,"Antioxidant|Anti-inflammatory"
"2197","macitentan",0.764728571428571,"Endothelin receptor antagonist"
"2198","mafenide",-0.549016666666667,"Carbonic anhydrase inhibitor"
"2199","malonoben",0.2562,"Protein tyrosine kinase inhibitor"
"2200","malotilate",-0.376566666666667,"Protein synthesis stimulant"
"2201","maltobionic-acid",-0.435,"Matrix metalloprotease inhibitor|Chelating agent"
"2202","mammea-a",-0.0225857142857143,"Antibiotic"
"2203","mannitol-D",0.15657,"Diuretic"
"2204","manumycin-a",-0.307345454545455,"Farnesyltransferase inhibitor|NFKB inhibitor"
"2205","maprotiline",0.423245454545455,"Norepinephrine inhibitor|Tricyclic antidepressant"
"2206","maraviroc",-0.1653,"CC chemokine receptor antagonist"
"2207","marbofloxacin",-0.551042857142857,"Bacterial DNA inhibitor"
"2208","maribavir",-0.1199125,"Protein kinase inhibitor"
"2209","marimastat",0.4662,"Matrix metalloprotease inhibitor"
"2210","marmesin",0.2381,"Angiogenesis inhibitor"
"2211","masitinib",0.0553,"KIT inhibitor|PDGFR inhibitor|Src inhibitor"
"2212","masoprocol",-0.141,"Lipoxygenase inhibitor"
"2213","matrine",0.31715,"Opioid receptor agonist"
"2214","maxacalcitol",0.184936363636364,"Vitamin D receptor agonist"
"2215","MAZ-51",0.129883333333333,"VEGFR inhibitor"
"2216","mazindol",0.00375555555555555,"Dopamine receptor antagonist|Serotonin reuptake inhibitor"
"2217","MBCQ",-0.00264285714285715,"Phosphodiesterase inhibitor"
"2218","MBX-2982",0.1145625,"Glucose dependent insulinotropic receptor agonist"
"2219","MC-1293",1.2325,"HDAC inhibitor"
"2220","mCPP",0.503055555555556,"Serotonin receptor agonist"
"2221","MD-920",-0.3045125,"NFKB inhibitor"
"2222","mdivi-1",0,"Dynamin inhibitor"
"2223","MDL-11939",-0.013225,"Serotonin receptor antagonist"
"2224","MDL-28170",-0.13607,"Calpain inhibitor"
"2225","MDL-29951",-0.51848,"Glutamate receptor antagonist"
"2226","MDL-72832",-0.2769125,"Serotonin receptor agonist"
"2227","MDL-73005EF",-0.0148272727272727,"Serotonin receptor antagonist"
"2228","MDM2-inhibitor",0.03057,"MDM inhibitor"
"2229","ME-0328",-0.879666666666667,"PARP inhibitor"
"2230","mead-acid",-0.277188888888889,"KPL-1 tumor suppressor"
"2231","mead-ethanolamide",0.2102,"Cannabinoid receptor agonist"
"2232","mebendazole",-0.72885625,"Tubulin inhibitor"
"2233","mebeverine",0.884088888888889,"Acetylcholine receptor antagonist"
"2234","mecamylamine",0.1974,"Acetylcholine receptor antagonist"
"2235","mecillinam",0,"Bacterial cell wall synthesis inhibitor"
"2236","meclizine",-0.47676,"Constitutive androstane receptor (CAR) agonist"
"2237","meclocycline",0.1087,"Bacterial 30S ribosomal subunit inhibitor"
"2238","meclofenamic-acid",0.11474,"Cyclooxygenase inhibitor|Prostanoid receptor antagonist"
"2239","meclofenoxate",0.4362,"Nootropic agent"
"2240","medetomidine",0.211718181818182,"Adrenergic receptor agonist"
"2241","medroxyprogesterone-acetate",-0.50915,"Progesterone receptor agonist"
"2242","medrysone",0.07288,"Glucocorticoid receptor agonist"
"2243","mefenamic-acid",-0.403866666666667,"Cyclooxygenase inhibitor"
"2244","mefexamide",0.1546875,"Psychoactive drug"
"2245","mefloquine",0.1647,"Adenosine receptor antagonist|Hemoglobin antagonist"
"2246","megestrol",0.31288,"Progesterone receptor agonist"
