"","file","V1","Correlation","ES","NES","p","q","N","expr.string","expr.value","AUC.string","AUC.value","Average.NES","SD.NES","Average.q","SD.q","percent.q0.05","percent.q0.25"
"3778","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",27,"expr_value_added_0.02_WGV_AUC_value_added_0.04_correlation",0.58506,1.47,0.107,0.855,"38","expr_value_added_0.02_W",0.02,"GV_AUC_value_added_0.04_cor",0.04,1.7457,0.421108849663963,0.439998,0.302813592886341,4,32
"3779","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",28,"expr_value_added_0.02_WGV_AUC_value_added_0.05_correlation",0.68509,1.76,0.022,0.949,"38","expr_value_added_0.02_W",0.02,"GV_AUC_value_added_0.05_cor",0.05,1.843,0.293787720114024,0.3753866,0.33280192073873,24,44
"3780","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",29,"expr_value_added_0.02_WGV_AUC_value_added_0.06_correlation",0.82493,2.13,0,0.0352,"38","expr_value_added_0.02_W",0.02,"GV_AUC_value_added_0.06_cor",0.06,1.9378,0.225554102293052,0.2896302,0.30582629585216,26,60
"3781","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",30,"expr_value_added_0.02_WGV_AUC_value_added_0.07_correlation",0.72454,1.78,0.00881,0.858,"38","expr_value_added_0.02_W",0.02,"GV_AUC_value_added_0.07_cor",0.07,2.041,0.201040659914296,0.18298,0.269999218736587,50,76
"3782","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",31,"expr_value_added_0.02_WGV_AUC_value_added_0.08_correlation",0.81309,2.09,0.00208,0.0481,"38","expr_value_added_0.02_W",0.02,"GV_AUC_value_added_0.08_cor",0.08,2.0898,0.224303820925174,0.14055112,0.243990874758826,60,82
"3783","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",32,"expr_value_added_0.02_WGV_AUC_value_added_0.09_correlation",0.88231,2.27,0,0.00514,"38","expr_value_added_0.02_W",0.02,"GV_AUC_value_added_0.09_cor",0.09,2.1528,0.180023127765885,0.08360206,0.180282436047669,68,90
"3784","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",33,"expr_value_added_0.02_WGV_AUC_value_added_0.1_correlation",0.88694,2.23,0,0.007,"38","expr_value_added_0.02_W",0.02,"GV_AUC_value_added_0.1_corr",0.1,2.1882,0.203085284186376,0.0800202,0.190406977829284,72,90
"3785","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",34,"expr_value_added_0.03_WGV_AUC_value_added_0_correlation",-0.30388,-0.775,0.699,1,"38","expr_value_added_0.03_W",0.03,"GV_AUC_value_added_0_correl",0,-0.10954,0.994231283608659,0.92698,0.113064274658628,0,0
"3786","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",35,"expr_value_added_0.03_WGV_AUC_value_added_0.01_correlation",-0.26398,-0.686,0.834,1,"38","expr_value_added_0.03_W",0.03,"GV_AUC_value_added_0.01_cor",0.01,0.62798,0.96588828715608,0.88166,0.143141803531908,0,0
"3787","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",36,"expr_value_added_0.03_WGV_AUC_value_added_0.02_correlation",0.57032,1.49,0.0855,1,"38","expr_value_added_0.03_W",0.03,"GV_AUC_value_added_0.02_cor",0.02,1.36828,0.452583830998891,0.73138,0.261065781842392,0,8
"3788","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",37,"expr_value_added_0.03_WGV_AUC_value_added_0.03_correlation",0.70245,1.82,0.0179,0.691,"38","expr_value_added_0.03_W",0.03,"GV_AUC_value_added_0.03_cor",0.03,1.41934,0.4842681248386,0.6511008,0.296624650246807,2,12
"3789","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",38,"expr_value_added_0.03_WGV_AUC_value_added_0.04_correlation",0.71459,1.84,0.0181,0.564,"38","expr_value_added_0.03_W",0.03,"GV_AUC_value_added_0.04_cor",0.04,1.7728,0.284648297133892,0.428955,0.337306109120484,12,40
"3790","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",39,"expr_value_added_0.03_WGV_AUC_value_added_0.05_correlation",0.84706,2.23,0,0.0117,"38","expr_value_added_0.03_W",0.03,"GV_AUC_value_added_0.05_cor",0.05,1.8956,0.235252014240222,0.3083154,0.305221602594988,20,56
"3791","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",40,"expr_value_added_0.03_WGV_AUC_value_added_0.06_correlation",0.83165,2.12,0,0.0488,"38","expr_value_added_0.03_W",0.03,"GV_AUC_value_added_0.06_cor",0.06,1.99,0.238010461097484,0.2088044,0.260620832050341,38,72
"3792","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",41,"expr_value_added_0.03_WGV_AUC_value_added_0.07_correlation",0.83064,2.17,0,0.022,"38","expr_value_added_0.03_W",0.03,"GV_AUC_value_added_0.07_cor",0.07,2.1046,0.212643325015081,0.1071476,0.181873092135978,60,86
"3793","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",42,"expr_value_added_0.03_WGV_AUC_value_added_0.08_correlation",0.87578,2.24,0,0.00724,"38","expr_value_added_0.03_W",0.03,"GV_AUC_value_added_0.08_cor",0.08,2.1318,0.197274179863499,0.10021296,0.180408280380687,54,86
"3794","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",43,"expr_value_added_0.03_WGV_AUC_value_added_0.09_correlation",0.92767,2.37,0,0,"38","expr_value_added_0.03_W",0.03,"GV_AUC_value_added_0.09_cor",0.09,2.238,0.156583419770226,0.0284219,0.0479355623844369,76,100
"3795","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",44,"expr_value_added_0.03_WGV_AUC_value_added_0.1_correlation",0.91453,2.32,0,0.00204,"38","expr_value_added_0.03_W",0.03,"GV_AUC_value_added_0.1_corr",0.1,2.2484,0.169155887528972,0.0379365,0.091747211488571,84,94
"3796","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",45,"expr_value_added_0.04_WGV_AUC_value_added_0_correlation",-0.55081,-1.38,0.148,1,"38","expr_value_added_0.04_W",0.04,"GV_AUC_value_added_0_correl",0,0.09218,1.01185583570235,0.92448,0.107453690072533,0,0
"3797","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",46,"expr_value_added_0.04_WGV_AUC_value_added_0.01_correlation",0.53648,1.37,0.156,1,"38","expr_value_added_0.04_W",0.04,"GV_AUC_value_added_0.01_cor",0.01,0.76918,0.87966655765299,0.87108,0.159641286665334,0,0
"3798","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",47,"expr_value_added_0.04_WGV_AUC_value_added_0.02_correlation",0.32634,0.811,0.677,0.991,"38","expr_value_added_0.04_W",0.04,"GV_AUC_value_added_0.02_cor",0.02,1.40652,0.457383474175641,0.732264,0.303415642554794,0,10
"3799","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",48,"expr_value_added_0.04_WGV_AUC_value_added_0.03_correlation",0.53835,1.35,0.15,1,"38","expr_value_added_0.04_W",0.04,"GV_AUC_value_added_0.03_cor",0.03,1.68706,0.415096173267382,0.5040156,0.31951866082747,6,26
"3800","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",49,"expr_value_added_0.04_WGV_AUC_value_added_0.04_correlation",0.81991,2.05,0.00195,0.0787,"38","expr_value_added_0.04_W",0.04,"GV_AUC_value_added_0.04_cor",0.04,1.8346,0.235261122836663,0.412664,0.348701666395414,12,46
"3801","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",50,"expr_value_added_0.04_WGV_AUC_value_added_0.05_correlation",0.77927,1.98,0,0.151,"38","expr_value_added_0.04_W",0.04,"GV_AUC_value_added_0.05_cor",0.05,1.9632,0.229830816214085,0.26950808,0.296032538200279,34,58
"3802","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",51,"expr_value_added_0.04_WGV_AUC_value_added_0.06_correlation",0.74899,1.84,0.00954,0.269,"38","expr_value_added_0.04_W",0.04,"GV_AUC_value_added_0.06_cor",0.06,2.0772,0.193581075141816,0.14747282,0.212346362496218,52,78
"3803","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",52,"expr_value_added_0.04_WGV_AUC_value_added_0.07_correlation",0.88665,2.21,0,0.0102,"38","expr_value_added_0.04_W",0.04,"GV_AUC_value_added_0.07_cor",0.07,2.1654,0.17368996540282,0.07603672,0.129140041795962,62,88
"3804","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",53,"expr_value_added_0.04_WGV_AUC_value_added_0.08_correlation",0.91116,2.29,0,0,"38","expr_value_added_0.04_W",0.04,"GV_AUC_value_added_0.08_cor",0.08,2.2282,0.186817492516638,0.04863198,0.108822000929151,70,98
"3805","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",54,"expr_value_added_0.04_WGV_AUC_value_added_0.09_correlation",0.9263,2.33,0,0,"38","expr_value_added_0.04_W",0.04,"GV_AUC_value_added_0.09_cor",0.09,2.2614,0.191044497434498,0.0441215,0.0926570942280499,80,94
"3806","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",55,"expr_value_added_0.04_WGV_AUC_value_added_0.1_correlation",0.92424,2.32,0,0,"38","expr_value_added_0.04_W",0.04,"GV_AUC_value_added_0.1_corr",0.1,2.314,0.138239661753177,0.01254198,0.0289980656740467,90,100
"3807","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",56,"expr_value_added_0.05_WGV_AUC_value_added_0_correlation",-0.48216,-1.24,0.211,1,"38","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0_correl",0,-0.00748,1.08310065561982,0.89744,0.137233327302259,0,0
"3808","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",57,"expr_value_added_0.05_WGV_AUC_value_added_0.01_correlation",0.3156,0.817,0.655,1,"38","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0.01_cor",0.01,0.80306,0.896962047521453,0.88592,0.175185830197653,0,0
"3809","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",58,"expr_value_added_0.05_WGV_AUC_value_added_0.02_correlation",0.27219,0.717,0.782,1,"38","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0.02_cor",0.02,1.35754,0.584058153730239,0.718378,0.280412279047863,0,12
"3810","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",59,"expr_value_added_0.05_WGV_AUC_value_added_0.03_correlation",0.65423,1.68,0.0494,0.63,"38","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0.03_cor",0.03,1.7218,0.239835743110716,0.534292,0.299834318766555,6,18
"3811","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",60,"expr_value_added_0.05_WGV_AUC_value_added_0.04_correlation",0.8192,2.12,0.00409,0.0495,"38","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0.04_cor",0.04,1.8884,0.24203524789685,0.352394,0.343468437435357,24,54
"3812","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",61,"expr_value_added_0.05_WGV_AUC_value_added_0.05_correlation",0.77728,1.9,0.00654,0.217,"38","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0.05_cor",0.05,1.9828,0.196198982709714,0.2259038,0.233325682105857,38,60
"3813","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",62,"expr_value_added_0.05_WGV_AUC_value_added_0.06_correlation",0.89576,2.31,0,0,"38","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0.06_cor",0.06,2.1282,0.174375737874234,0.1015166,0.18514577926056,64,88
"3814","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",63,"expr_value_added_0.05_WGV_AUC_value_added_0.07_correlation",0.88591,2.26,0,0.00248,"38","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0.07_cor",0.07,2.2006,0.186289329500415,0.05583478,0.132500766165099,80,92
"3815","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",64,"expr_value_added_0.05_WGV_AUC_value_added_0.08_correlation",0.90035,2.25,0,0.0113,"38","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0.08_cor",0.08,2.2922,0.157910979830474,0.02134156,0.0832082587102889,92,98
"3816","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",65,"expr_value_added_0.05_WGV_AUC_value_added_0.09_correlation",0.98359,2.51,0,0,"38","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0.09_cor",0.09,2.3118,0.120300474153815,0.007809,0.0193324636826457,96,100
"3817","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",66,"expr_value_added_0.05_WGV_AUC_value_added_0.1_correlation",0.99925,2.52,0,0,"38","expr_value_added_0.05_W",0.05,"GV_AUC_value_added_0.1_corr",0.1,2.367,0.116850680925072,0.00338508,0.0110036098860366,98,100
"3818","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",67,"expr_value_added_0.06_WGV_AUC_value_added_0_correlation",0.51854,1.35,0.154,0.971,"38","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0_correl",0,-0.0252,1.09036404705128,0.9269,0.106718827595065,0,0
"3819","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",68,"expr_value_added_0.06_WGV_AUC_value_added_0.01_correlation",0.45455,1.19,0.249,1,"38","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.01_cor",0.01,0.92744,0.830871982575277,0.83978,0.204648857054902,0,2
"3820","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",69,"expr_value_added_0.06_WGV_AUC_value_added_0.02_correlation",0.67842,1.77,0.0117,0.392,"38","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.02_cor",0.02,1.50096,0.600153788454191,0.667602,0.321178610420801,2,16
"3821","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",70,"expr_value_added_0.06_WGV_AUC_value_added_0.03_correlation",0.57298,1.51,0.0905,0.884,"38","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.03_cor",0.03,1.79584,0.279648420670801,0.463986,0.355929050491349,14,38
"3822","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",71,"expr_value_added_0.06_WGV_AUC_value_added_0.04_correlation",0.69577,1.79,0.0262,0.351,"38","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.04_cor",0.04,1.97394,0.283759484962393,0.20983618,0.256656389412683,34,74
"3823","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",72,"expr_value_added_0.06_WGV_AUC_value_added_0.05_correlation",0.80712,2.08,0,0.075,"38","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.05_cor",0.05,2.0804,0.201311617516076,0.14784184,0.211360652273028,54,80
"3824","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",73,"expr_value_added_0.06_WGV_AUC_value_added_0.06_correlation",0.85463,2.16,0,0.0305,"38","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.06_cor",0.06,2.1704,0.152889983121117,0.06802878,0.146787680297197,76,94
"3825","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",74,"expr_value_added_0.06_WGV_AUC_value_added_0.07_correlation",0.93289,2.46,0,0,"38","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.07_cor",0.07,2.2524,0.162047612050991,0.0357276,0.0790135970223364,82,96
"3826","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",75,"expr_value_added_0.06_WGV_AUC_value_added_0.08_correlation",0.93563,2.41,0,0,"38","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.08_cor",0.08,2.3286,0.138505286129138,0.01140694,0.0420559426461168,96,98
"3827","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",76,"expr_value_added_0.06_WGV_AUC_value_added_0.09_correlation",0.97763,2.51,0,0,"38","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.09_cor",0.09,2.3414,0.134392207014106,0.0108964,0.0426376691153707,98,98
"3828","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",77,"expr_value_added_0.06_WGV_AUC_value_added_0.1_correlation",0.98881,2.47,0,0,"38","expr_value_added_0.06_W",0.06,"GV_AUC_value_added_0.1_corr",0.1,2.3972,0.108741220616767,0.00204564,0.00534765104550491,100,100
"3829","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",78,"expr_value_added_0.07_WGV_AUC_value_added_0_correlation",-0.51478,-1.29,0.209,1,"38","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0_correl",0,0.23692,1.03387783670243,0.92458,0.133207999085671,0,0
"3830","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",79,"expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation",0.39487,1.02,0.427,1,"38","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.01_cor",0.01,0.94806,0.700449663445139,0.86902,0.1699103593195,0,2
"3831","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",80,"expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation",0.41498,1.05,0.384,1,"38","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.02_cor",0.02,1.57022,0.423774549707261,0.631602,0.328864539131174,2,22
"3832","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",81,"expr_value_added_0.07_WGV_AUC_value_added_0.03_correlation",0.8104,2.06,0.00192,0.0647,"38","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.03_cor",0.03,1.8442,0.247411827213046,0.3894494,0.326840930569522,14,40
"3833","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",82,"expr_value_added_0.07_WGV_AUC_value_added_0.04_correlation",0.77598,1.99,0.00377,0.117,"38","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.04_cor",0.04,2.0404,0.25257821581055,0.1738312,0.257342973819067,48,82
"3834","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",83,"expr_value_added_0.07_WGV_AUC_value_added_0.05_correlation",0.85154,2.16,0.00188,0.0109,"38","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.05_cor",0.05,2.1574,0.191809961223316,0.07089694,0.13393310440335,68,94
"3835","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",84,"expr_value_added_0.07_WGV_AUC_value_added_0.06_correlation",0.71514,1.84,0.0125,0.525,"38","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.06_cor",0.06,2.2662,0.138547715202219,0.02726938,0.0830859678854673,88,96
"3836","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",85,"expr_value_added_0.07_WGV_AUC_value_added_0.07_correlation",0.87583,2.19,0,0.0101,"38","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.07_cor",0.07,2.3444,0.118634406682798,0.008183,0.0264691639035898,92,100
"3837","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",86,"expr_value_added_0.07_WGV_AUC_value_added_0.08_correlation",0.85518,2.17,0,0.013,"38","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.08_cor",0.08,2.3942,0.1185643715628,0.0039308,0.014410914916642,98,100
"3838","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",87,"expr_value_added_0.07_WGV_AUC_value_added_0.09_correlation",0.82142,2.02,0,0.107,"38","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.09_cor",0.09,2.42,0.11122692377041,0.0033502,0.0154313008815835,98,100
"3839","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",88,"expr_value_added_0.07_WGV_AUC_value_added_0.1_correlation",0.9347,2.37,0.00185,0.00102,"38","expr_value_added_0.07_W",0.07,"GV_AUC_value_added_0.1_corr",0.1,2.4496,0.0946952146281394,0.0019703,0.0124367822537235,98,100
"3840","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",89,"expr_value_added_0.08_WGV_AUC_value_added_0_correlation",-0.45627,-1.14,0.283,1,"38","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0_correl",0,0.02848,1.10263675147996,0.89382,0.15801171359318,0,0
"3841","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",90,"expr_value_added_0.08_WGV_AUC_value_added_0.01_correlation",0.40732,1.01,0.443,0.809,"38","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.01_cor",0.01,1.1029,0.566728969164093,0.87752,0.175022125714996,0,0
"3842","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",91,"expr_value_added_0.08_WGV_AUC_value_added_0.02_correlation",0.64842,1.64,0.0409,0.786,"38","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.02_cor",0.02,1.6852,0.235218005697016,0.597324,0.331111183349001,8,18
"3843","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",92,"expr_value_added_0.08_WGV_AUC_value_added_0.03_correlation",0.74577,1.91,0.0135,0.167,"38","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.03_cor",0.03,1.937,0.248294180358703,0.27223054,0.308621337420656,30,64
"3844","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",93,"expr_value_added_0.08_WGV_AUC_value_added_0.04_correlation",0.79598,1.99,0.00189,0.16,"38","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.04_cor",0.04,2.122,0.163195137982798,0.10917,0.203646017433012,56,92
"3845","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",94,"expr_value_added_0.08_WGV_AUC_value_added_0.05_correlation",0.88313,2.18,0,0.012,"38","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.05_cor",0.05,2.2244,0.138787166377228,0.02975622,0.0543922523381777,80,100
"3846","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",95,"expr_value_added_0.08_WGV_AUC_value_added_0.06_correlation",0.82036,2.04,0,0.0838,"38","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.06_cor",0.06,2.31,0.135285035448591,0.01111962,0.0262928937158825,94,100
"3847","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",96,"expr_value_added_0.08_WGV_AUC_value_added_0.07_correlation",0.9739,2.47,0,0,"38","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.07_cor",0.07,2.3936,0.0949276846137229,0.0015512,0.00412189407621183,100,100
"3848","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",97,"expr_value_added_0.08_WGV_AUC_value_added_0.08_correlation",0.99403,2.53,0,0,"38","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.08_cor",0.08,2.4212,0.0888392264895711,0.00087306,0.00338052483795046,100,100
"3849","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",98,"expr_value_added_0.08_WGV_AUC_value_added_0.09_correlation",0.95123,2.35,0,0,"38","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.09_cor",0.09,2.4616,0.0576534332659117,1.908e-05,0.000134915973850393,100,100
"3850","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",99,"expr_value_added_0.08_WGV_AUC_value_added_0.1_correlation",1,2.49,0,0,"38","expr_value_added_0.08_W",0.08,"GV_AUC_value_added_0.1_corr",0.1,2.4866,0.0550550744662996,3.734e-05,0.000185430289448348,100,100
"3851","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",100,"expr_value_added_0.09_WGV_AUC_value_added_0_correlation",0.21577,0.559,0.931,1,"38","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0_correl",0,-0.203,0.996923942404221,0.89626,0.140864649176985,0,0
"3852","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",101,"expr_value_added_0.09_WGV_AUC_value_added_0.01_correlation",0.56861,1.48,0.0868,1,"38","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.01_cor",0.01,0.94696,0.836346158194399,0.81812,0.195560799043287,0,0
"3853","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",102,"expr_value_added_0.09_WGV_AUC_value_added_0.02_correlation",0.70594,1.81,0.026,0.848,"38","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.02_cor",0.02,1.6454,0.487175156030212,0.541414,0.316928483537771,4,22
"3854","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",103,"expr_value_added_0.09_WGV_AUC_value_added_0.03_correlation",0.79666,2.05,0.00198,0.128,"38","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.03_cor",0.03,1.9752,0.235651420188241,0.2190873,0.258958505145031,30,68
"3855","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",104,"expr_value_added_0.09_WGV_AUC_value_added_0.04_correlation",0.85498,2.2,0,0.0186,"38","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.04_cor",0.04,2.1338,0.13608055837388,0.06955254,0.118617066957502,68,92
"3856","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",105,"expr_value_added_0.09_WGV_AUC_value_added_0.05_correlation",0.88927,2.26,0,0.00232,"38","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.05_cor",0.05,2.2244,0.143429709727982,0.0350211,0.0904652278843837,84,96
"3857","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",106,"expr_value_added_0.09_WGV_AUC_value_added_0.06_correlation",0.90007,2.28,0,0.00229,"38","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.06_cor",0.06,2.3462,0.127996970627417,0.00512756,0.0143647727390051,96,100
"3858","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",107,"expr_value_added_0.09_WGV_AUC_value_added_0.07_correlation",0.98061,2.52,0,0,"38","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.07_cor",0.07,2.3964,0.103366990349325,0.00181244,0.00543001579717325,100,100
"3859","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",108,"expr_value_added_0.09_WGV_AUC_value_added_0.08_correlation",0.94855,2.37,0,0.00113,"38","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.08_cor",0.08,2.4502,0.0765450380961617,0.00014634,0.000631108503559654,100,100
"3860","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",109,"expr_value_added_0.09_WGV_AUC_value_added_0.09_correlation",0.97987,2.47,0,0,"38","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.09_cor",0.09,2.4706,0.0653221217646574,5.92e-05,0.000418607214462436,100,100
"3861","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",110,"expr_value_added_0.09_WGV_AUC_value_added_0.1_correlation",0.99553,2.5,0,0,"38","expr_value_added_0.09_W",0.09,"GV_AUC_value_added_0.1_corr",0.1,2.4772,0.0657465759176701,7.92e-05,0.000560028570699746,100,100
"3862","38_2021-10-23 05:33:54_Synthetic_Drug_Set_drugSEA_results",111,"expr_value_added_0.1_WGV_AUC_value_added_0_correlation",-0.35901,-0.927,0.509,1,"38","expr_value_added_0.1_WG",0.1,"V_AUC_value_added_0_correla",0,0.28202,1.01895185222014,0.91034,0.12201599259515,0,0
