"","correlation","Sample","Drug.Set","KS","KS_Normalized","p_value","Position_at_max","FDR_q_value"
"6671","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","KIT inhibitor",0.28436,0.749,0.763,358,0.939
"6672","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","MDM inhibitor",0.49479,1.23,0.239,156,1
"6673","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","MEK inhibitor",-0.38081,-0.965,0.461,1126,1
"6674","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","MET inhibitor",-0.5956,-1.49,0.0765,983,1
"6675","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","microtubule inhibitor",-0.59719,-1.47,0.0902,1137,1
"6676","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","mTOR inhibitor",-0.36586,-0.918,0.544,984,0.895
"6677","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","NFkB pathway inhibitor",-0.2549,-0.649,0.865,1285,1
"6678","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","opioid receptor agonist",0.81201,2.06,0.00207,147,0.0589
"6679","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","p38 MAPK inhibitor",-0.71571,-1.81,0.0194,1048,0.722
"6680","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","PARP inhibitor",0.44019,1.13,0.328,75,1
"6681","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","PDGFR tyrosine kinase receptor inhibitor",0.30397,0.756,0.733,362,0.998
"6682","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","phosphatase inhibitor",-0.37499,-0.927,0.549,1259,0.939
"6683","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","phosphodiesterase inhibitor",-0.23821,-0.602,0.899,1318,1
"6684","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","PI3K inhibitor",-0.4383,-1.11,0.304,1199,0.967
"6685","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","PLK inhibitor",-0.5576,-1.42,0.116,1022,0.858
"6686","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","potassium channel blocker",-0.41828,-1.06,0.356,1241,1
"6687","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","PPAR receptor agonist",-0.27918,-0.704,0.826,1216,1
"6688","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","progesterone receptor agonist",0.67944,1.76,0.0246,289,0.395
"6689","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","proteasome inhibitor",-0.49939,-1.24,0.225,1289,0.861
"6690","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","protein synthesis inhibitor",-0.37953,-0.966,0.5,1293,1
"6691","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","protein tyrosine kinase inhibitor",0.33721,0.866,0.61,145,1
"6692","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","RAF inhibitor",-0.37362,-0.926,0.537,1208,0.909
"6693","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","RET tyrosine kinase inhibitor",-0.25654,-0.638,0.86,926,1
"6694","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","retinoid receptor agonist",0.23529,0.606,0.919,1035,0.971
"6695","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","ribonucleotide reductase inhibitor",0.37627,0.973,0.458,366,1
"6696","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","serotonin receptor agonist",-0.32444,-0.807,0.682,1009,0.972
"6697","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","serotonin receptor antagonist",-0.24016,-0.587,0.938,1009,1
"6698","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","sodium channel blocker",-0.37138,-0.928,0.535,1233,0.971
"6699","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","src inhibitor",0.58239,1.47,0.116,318,1
"6700","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","sterol demethylase inhibitor",0.55855,1.4,0.116,153,0.938
"6701","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","SYK inhibitor",-0.35372,-0.887,0.597,939,0.928
"6702","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","TGF beta receptor inhibitor",0.35119,0.901,0.562,300,1
"6703","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","thymidylate synthase inhibitor",-0.51958,-1.31,0.178,830,0.818
"6704","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","topoisomerase inhibitor",0.31966,0.812,0.668,260,1
"6705","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","tubulin polymerization inhibitor",-0.28403,-0.736,0.776,1147,1
"6706","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","tyrosine kinase inhibitor",0.30764,0.776,0.705,254,1
"6707","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","VEGFR inhibitor",-0.31235,-0.789,0.717,890,0.977
"6708","expr_value_added_0.07_WGV_AUC_value_added_0_correlation","Estimate","vitamin D receptor agonist",-0.18899,-0.47,0.992,254,1
"6709","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","Synthetic_Drug_Set",0.32791,0.837,0.627,438,1
"6710","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","EGFR inhibitor",0.23539,0.579,0.924,117,0.937
"6711","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","Abl kinase inhibitor",0.26684,0.667,0.891,355,0.929
"6712","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","acetylcholine receptor agonist",-0.52568,-1.32,0.169,1169,0.836
"6713","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","acetylcholine receptor antagonist",0.43257,1.1,0.314,105,0.953
"6714","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","adenosine receptor antagonist",-0.54958,-1.35,0.153,1320,0.943
"6715","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","adrenergic receptor agonist",-0.31971,-0.798,0.697,1293,0.968
"6716","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","adrenergic receptor antagonist",-0.21946,-0.549,0.948,910,1
"6717","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","AKT inhibitor",0.31492,0.802,0.675,205,1
"6718","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","ALK tyrosine kinase receptor inhibitor",-0.33236,-0.82,0.675,1173,0.956
"6719","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","androgen receptor antagonist",0.27955,0.709,0.813,975,0.93
"6720","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","antioxidant",-0.46066,-1.19,0.248,1341,0.845
"6721","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","AP inhibitor",-0.37137,-0.919,0.545,1223,0.94
"6722","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","ATPase inhibitor",-0.34306,-0.858,0.615,1225,0.969
"6723","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","Aurora kinase inhibitor",0.30184,0.757,0.721,123,0.982
"6724","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","bacterial 50S ribosomal subunit inhibitor",-0.39798,-0.999,0.449,988,1
"6725","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","bacterial DNA gyrase inhibitor",0.42928,1.1,0.334,470,0.953
"6726","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","BCL inhibitor",-0.36675,-0.913,0.534,1245,0.92
"6727","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","Bcr.Abl kinase inhibitor",0.29711,0.758,0.73,355,1
"6728","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","benzodiazepine receptor agonist",0.39484,0.987,0.444,113,1
"6729","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","bromodomain inhibitor",0.57082,1.46,0.121,178,0.965
"6730","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","calcium channel blocker",-0.21434,-0.539,0.965,952,1
"6731","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","CC chemokine receptor antagonist",0.48798,1.25,0.217,210,1
"6732","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","CDK inhibitor",-0.17121,-0.424,1,1120,0.996
"6733","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","CHK inhibitor",-0.409,-1.04,0.404,1217,0.975
"6734","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","cyclooxygenase inhibitor",0.38333,0.968,0.476,72,1
"6735","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","cytochrome P450 inhibitor",0.52689,1.35,0.188,407,0.969
"6736","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","DNA alkylating agent",-0.50929,-1.29,0.19,820,0.772
"6737","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","DNA inhibitor",0.3397,0.856,0.619,146,1
"6738","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","DNA methyltransferase inhibitor",-0.53471,-1.36,0.14,1256,1
"6739","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","DNA polymerase inhibitor",-0.40483,-1.05,0.376,1221,1
"6740","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","DNA synthesis inhibitor",-0.26877,-0.677,0.833,1282,1
"6741","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","dopamine receptor antagonist",-0.2632,-0.661,0.871,1014,1
"6742","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","estrogen receptor agonist",0.35471,0.917,0.534,421,1
"6743","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","estrogen receptor antagonist",0.42618,1.12,0.315,334,1
"6744","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","FGFR inhibitor",-0.38649,-0.973,0.471,929,1
"6745","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","FLT3 inhibitor",0.29632,0.755,0.759,174,0.951
"6746","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","glucocorticoid receptor agonist",0.45823,1.18,0.262,221,1
"6747","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","glutamate receptor antagonist",0.36388,0.912,0.533,136,1
"6748","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","glycogen synthase kinase inhibitor",-0.57971,-1.46,0.099,1041,1
"6749","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","growth factor receptor inhibitor",-0.53318,-1.32,0.169,889,0.836
"6750","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","HCV inhibitor",-0.48974,-1.21,0.258,1063,0.855
"6751","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","HDAC inhibitor",-0.2093,-0.525,0.972,1044,1
"6752","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","histamine receptor antagonist",0.27563,0.706,0.799,236,0.906
"6753","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","histone lysine methyltransferase inhibitor",-0.47506,-1.18,0.278,1193,0.815
"6754","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","HMGCR inhibitor",-0.5638,-1.41,0.128,1116,1
"6755","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","HSP inhibitor",0.2341,0.586,0.955,353,0.957
"6756","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","JAK inhibitor",0.28983,0.741,0.757,63,0.912
"6757","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","KIT inhibitor",0.28361,0.748,0.79,359,0.931
"6758","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","MDM inhibitor",0.4933,1.27,0.184,158,1
"6759","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","MEK inhibitor",-0.38006,-0.92,0.539,1125,0.972
"6760","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","MET inhibitor",-0.59783,-1.51,0.0921,986,1
"6761","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","microtubule inhibitor",-0.59645,-1.49,0.103,1136,1
"6762","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","mTOR inhibitor",-0.33621,-0.845,0.633,1135,0.934
"6763","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","NFkB pathway inhibitor",-0.25416,-0.631,0.894,1284,1
"6764","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","opioid receptor agonist",0.81052,2.09,0,149,0.0413
"6765","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","p38 MAPK inhibitor",-0.71645,-1.79,0.0152,1049,0.84
"6766","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","PARP inhibitor",0.43945,1.12,0.312,76,1
"6767","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","PDGFR tyrosine kinase receptor inhibitor",0.30322,0.762,0.744,363,1
"6768","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","phosphatase inhibitor",-0.37425,-0.956,0.503,1258,1
"6769","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","phosphodiesterase inhibitor",-0.23747,-0.611,0.902,1317,1
"6770","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","PI3K inhibitor",-0.41763,-1.04,0.426,1198,0.975
"6771","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","PLK inhibitor",-0.55834,-1.37,0.147,1023,1
"6772","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","potassium channel blocker",-0.41754,-1.07,0.341,1240,1
"6773","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","PPAR receptor agonist",-0.27843,-0.711,0.815,1215,1
"6774","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","progesterone receptor agonist",0.67309,1.72,0.0393,290,0.532
"6775","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","proteasome inhibitor",-0.49865,-1.29,0.21,1288,0.772
"6776","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","protein synthesis inhibitor",-0.37878,-0.941,0.504,1292,0.998
"6777","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","protein tyrosine kinase inhibitor",0.33573,0.854,0.617,147,1
"6778","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","RAF inhibitor",-0.37287,-0.941,0.524,1207,0.998
"6779","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","RET tyrosine kinase inhibitor",-0.25877,-0.666,0.851,929,1
"6780","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","retinoid receptor agonist",0.23455,0.596,0.93,1036,0.975
"6781","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","ribonucleotide reductase inhibitor",0.37552,0.949,0.51,367,1
"6782","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","serotonin receptor agonist",-0.32593,-0.855,0.615,1011,0.944
"6783","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","serotonin receptor antagonist",-0.24165,-0.625,0.904,1011,1
"6784","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","sodium channel blocker",-0.37064,-0.939,0.509,1232,0.964
"6785","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","src inhibitor",0.58165,1.48,0.103,319,1
"6786","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","sterol demethylase inhibitor",0.55707,1.4,0.131,155,0.974
"6787","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","SYK inhibitor",-0.35595,-0.903,0.546,942,0.909
"6788","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","TGF beta receptor inhibitor",0.35045,0.909,0.56,301,1
"6789","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","thymidylate synthase inhibitor",-0.52107,-1.28,0.2,832,0.736
"6790","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","topoisomerase inhibitor",0.31131,0.787,0.698,260,1
"6791","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","tubulin polymerization inhibitor",-0.28327,-0.714,0.786,1146,1
"6792","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","tyrosine kinase inhibitor",0.30764,0.787,0.676,254,1
"6793","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","VEGFR inhibitor",-0.31387,-0.786,0.713,892,0.963
"6794","expr_value_added_0.07_WGV_AUC_value_added_0.01_correlation","Estimate","vitamin D receptor agonist",-0.18899,-0.484,0.986,254,1
"6795","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","Synthetic_Drug_Set",0.71159,1.79,0.0125,189,0.357
"6796","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","EGFR inhibitor",0.20319,0.525,0.955,119,0.996
"6797","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","Abl kinase inhibitor",0.26534,0.659,0.851,357,0.963
"6798","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","acetylcholine receptor agonist",-0.52642,-1.32,0.158,1170,0.817
"6799","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","acetylcholine receptor antagonist",0.43108,1.09,0.335,107,0.875
"6800","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","adenosine receptor antagonist",-0.55032,-1.35,0.146,1321,0.923
"6801","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","adrenergic receptor agonist",-0.32046,-0.81,0.671,1294,0.961
"6802","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","adrenergic receptor antagonist",-0.22021,-0.547,0.958,911,1
"6803","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","AKT inhibitor",0.31269,0.786,0.719,208,1
"6804","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","ALK tyrosine kinase receptor inhibitor",-0.3331,-0.826,0.655,1174,0.987
"6805","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","androgen receptor antagonist",0.27881,0.703,0.789,976,0.964
"6806","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","antioxidant",-0.46066,-1.15,0.295,1341,0.873
"6807","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","AP inhibitor",-0.37212,-0.939,0.502,1224,0.848
"6808","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","ATPase inhibitor",0.44046,1.14,0.296,86,0.952
"6809","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","Aurora kinase inhibitor",0.30034,0.747,0.752,125,1
"6810","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","bacterial 50S ribosomal subunit inhibitor",-0.39873,-0.991,0.455,989,1
"6811","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","bacterial DNA gyrase inhibitor",0.45644,1.19,0.254,469,0.989
"6812","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","BCL inhibitor",-0.36749,-0.939,0.51,1246,0.848
"6813","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","Bcr.Abl kinase inhibitor",0.29562,0.761,0.726,357,1
"6814","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","benzodiazepine receptor agonist",0.39334,1.01,0.431,115,1
"6815","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","bromodomain inhibitor",0.56933,1.45,0.111,180,0.816
"6816","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","calcium channel blocker",-0.21508,-0.542,0.949,953,1
"6817","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","CC chemokine receptor antagonist",0.48575,1.21,0.224,213,1
"6818","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","CDK inhibitor",-0.17196,-0.44,0.992,1121,0.993
"6819","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","CHK inhibitor",-0.40975,-1.04,0.39,1218,1
"6820","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","cyclooxygenase inhibitor",0.38183,0.98,0.456,74,1
"6821","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","cytochrome P450 inhibitor",0.52615,1.3,0.186,408,1
"6822","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","DNA alkylating agent",-0.50929,-1.28,0.207,820,0.78
"6823","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","DNA inhibitor",0.3382,0.888,0.547,148,0.986
"6824","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","DNA methyltransferase inhibitor",-0.53545,-1.37,0.138,1257,0.981
"6825","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","DNA polymerase inhibitor",-0.40558,-1.02,0.417,1222,1
"6826","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","DNA synthesis inhibitor",-0.26951,-0.679,0.857,1283,1
"6827","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","dopamine receptor antagonist",-0.26395,-0.662,0.863,1015,1
"6828","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","estrogen receptor agonist",0.19509,0.51,0.98,1089,0.975
"6829","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","estrogen receptor antagonist",0.42469,1.11,0.328,336,0.887
"6830","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","FGFR inhibitor",-0.38649,-0.99,0.453,929,0.985
"6831","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","FLT3 inhibitor",0.29482,0.734,0.775,176,0.979
"6832","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","glucocorticoid receptor agonist",0.45597,1.15,0.32,224,1
"6833","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","glutamate receptor antagonist",0.36238,0.929,0.522,138,1
"6834","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","glycogen synthase kinase inhibitor",-0.58045,-1.47,0.102,1042,1
"6835","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","growth factor receptor inhibitor",-0.53392,-1.33,0.183,890,0.879
"6836","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","HCV inhibitor",-0.49048,-1.25,0.204,1064,0.735
"6837","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","HDAC inhibitor",-0.21006,-0.523,0.976,1045,1
"6838","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","histamine receptor antagonist",0.27338,0.691,0.82,239,0.951
"6839","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","histone lysine methyltransferase inhibitor",-0.47581,-1.18,0.266,1194,0.849
"6840","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","HMGCR inhibitor",-0.56455,-1.42,0.126,1117,1
"6841","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","HSP inhibitor",0.23261,0.577,0.94,355,0.992
"6842","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","JAK inhibitor",0.28758,0.735,0.779,66,1
"6843","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","KIT inhibitor",0.28211,0.714,0.777,361,0.979
"6844","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","MDM inhibitor",0.49181,1.25,0.222,160,1
"6845","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","MEK inhibitor",-0.38081,-0.97,0.45,1126,0.992
"6846","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","MET inhibitor",-0.59858,-1.53,0.0599,987,1
"6847","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","microtubule inhibitor",-0.59719,-1.48,0.099,1137,1
"6848","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","mTOR inhibitor",-0.36971,-0.939,0.504,1136,0.848
"6849","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","NFkB pathway inhibitor",-0.2549,-0.642,0.88,1285,1
"6850","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","opioid receptor agonist",0.80904,2,0.0042,151,0.136
"6851","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","p38 MAPK inhibitor",-0.71719,-1.79,0.0247,1050,0.811
"6852","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","PARP inhibitor",0.43796,1.12,0.325,78,0.929
"6853","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","PDGFR tyrosine kinase receptor inhibitor",0.30171,0.753,0.749,365,1
"6854","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","phosphatase inhibitor",-0.37499,-0.957,0.504,1259,0.982
"6855","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","phosphodiesterase inhibitor",-0.23821,-0.602,0.914,1318,1
"6856","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","PI3K inhibitor",-0.454,-1.14,0.295,1199,0.842
"6857","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","PLK inhibitor",-0.55908,-1.4,0.123,1024,1
"6858","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","potassium channel blocker",-0.41828,-1.04,0.399,1241,1
"6859","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","PPAR receptor agonist",-0.27918,-0.7,0.8,1216,1
"6860","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","progesterone receptor agonist",0.62098,1.58,0.0728,292,0.765
"6861","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","proteasome inhibitor",-0.49939,-1.25,0.209,1289,0.735
"6862","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","protein synthesis inhibitor",-0.37953,-0.944,0.523,1293,0.935
"6863","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","protein tyrosine kinase inhibitor",0.33424,0.824,0.659,149,1
"6864","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","RAF inhibitor",-0.37362,-0.947,0.489,1208,0.966
"6865","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","RET tyrosine kinase inhibitor",-0.25877,-0.646,0.89,929,1
"6866","expr_value_added_0.07_WGV_AUC_value_added_0.02_correlation","Estimate","retinoid receptor agonist",0.2338,0.588,0.946,1037,1
